Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB,P_relabun,TPA_relabun,BHET_relabun,PET_relabun,PETB_relabun,P,TPA,BHET,PET,PETB,P_sd,TPA_sd,BHET_sd,PET_sd,PETB_sd,P_TPA_fc,P_BHET_fc,P_PET_fc,P_PETB_fc,TPA_BHET_fc,TPA_PET_fc,TPA_PETB_fc,BHET_PET_fc,BHET_PETB_fc,PET_PETB_fc,P_TPA_ttest,P_BHET_ttest,P_PET_ttest,P_PETB_ttest,P_TPA_ttest_sig,P_BHET_ttest_sig,P_PET_ttest_sig,P_PETB_ttest_sig,TPA_BHET_ttest,TPA_PET_ttest,TPA_PETB_ttest,TPA_BHET_ttest_sig,TPA_PET_ttest_sig,TPA_PETB_ttest_sig,BHET_PET_ttest,BHET_PETB_ttest,BHET_PET_ttest_sig,BHET_PETB_ttest_sig,PET_PETB_ttest,PET_PETB_ttest_sig
DMKJLJHC_00619 ATP-dependent dethiobiotin synthetase BioD 1,21.80754,21.54783,21.66175,20.01479,20.05098,20.57801,20.13587,21.03309,20.21563,21.75783,21.11842,20.35146,22.61748,21.69111,22.16843,0.003767291470566779,0.0015045641951801883,0.0018172847123252658,0.002702838359038706,0.016519966792757496,21.672373333333336,20.214593333333333,20.46153,21.075903333333333,22.159006666666667,0.10629193269272792,0.25739876227795244,0.405463553314804,0.5749347177047337,0.37824766457382947,-1.4577800000000032,-1.2108433333333366,-0.5964700000000036,0.48663333333333014,0.24693666666666658,0.8613099999999996,1.9444133333333333,0.614373333333333,1.6974766666666667,1.0831033333333338,0.0017760093670824836,0.015033533411309108,0.2225658783531723,0.15472572190903122,+,+,,,0.5074130066620293,0.12528293284178135,0.0038583180144839612,,,+,0.28441507459448817,0.012356680316263672,,+,0.0900385871075987,
DMKJLJHC_00620 Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,21.35046,21.18719,21.82007,20.65635,19.90728,20.15548,20.03205,20.50243,21.11605,19.55447,20.03655,19.76075,22.39394,22.54036,21.00679,0.003234914668928758,0.0015309802410207473,0.0019324500578018174,0.0011038125818082709,0.014595943317524058,21.452573333333333,20.239703333333335,20.55017666666667,19.783923333333334,21.980363333333333,0.2682717816361277,0.31155164754642006,0.44382714963773395,0.1974892978253644,0.6910106032149987,-1.2128699999999988,-0.9023966666666645,-1.6686499999999995,0.5277899999999995,0.31047333333333427,-0.45578000000000074,1.7406599999999983,-0.766253333333335,1.430186666666664,2.196439999999999,0.014008776195564628,0.06963214369284532,0.0020963052511380168,0.37092942112252436,+,,+,,0.46352179158941625,0.15548596366153666,0.03144729691494485,,,+,0.08953903201248768,0.06948428309189554,,,0.012426293813439002,+
DMKJLJHC_00630 Hydroxypyruvate reductase,21.48787,21.5644,21.5855,21.3722,21.87275,20.00946,22.59473,21.2815,21.9398,21.26465,21.1561,21.79646,22.2189,22.34708,21.65791,0.003451151141021199,0.0027502364586708427,0.005059276647506795,0.0033971114941035952,0.015581499941963927,21.545923333333334,21.084803333333337,21.938676666666666,21.405736666666666,22.07463,0.04194396764997522,0.7873627029661879,0.5361244909119097,0.27981460294670546,0.299276011846366,-0.46111999999999753,0.3927533333333315,-0.14018666666666846,0.5287066666666647,0.853873333333329,0.3209333333333291,0.9898266666666622,-0.53294,0.13595333333333315,0.6688933333333331,0.4546850906587449,0.3600214071122035,0.5221124547570907,0.06863706253748841,,,,,0.2736762259159316,0.615870523168386,0.17187490275743145,,,,0.28066566987641284,0.769823328023554,,,0.0821362310304585,
DMKJLJHC_00646 hypothetical protein,26.34299,26.42169,26.52042,25.92843,26.16938,25.96385,25.59494,25.93026,25.74643,26.2585,26.03105,26.23385,26.06774,22.04387,23.65687,0.1017948659565309,0.0841741687216705,0.07138081472556967,0.09260630837529245,0.056101167198098205,26.428366666666665,26.02055333333333,25.75721,26.17446666666667,23.922826666666666,0.07258918483875966,0.10622515908306421,0.13710587612012332,0.10190898172170895,1.6534674990522868,-0.4078133333333369,-0.6711566666666648,-0.25389999999999446,-2.50554,-0.26334333333332793,0.15391333333334245,-2.097726666666663,0.4172566666666704,-1.834383333333335,-2.2516400000000054,0.010967195717236798,0.0036141351173729565,0.045476363689870646,0.09898430070331031,+,+,+,,0.09828293043957484,0.2133111000291979,0.1478648455991678,,,,0.025954286747790017,0.19295678521807366,+,,0.126951923428948,
DMKJLJHC_00647 hypothetical protein,20.89401,21.61018,20.74878,19.26317,18.92375,20.03416,18.94661,20.30085,21.05319,20.29717,20.89529,20.25048,21.09542,21.92937,21.48484,0.0025061584955624345,0.0008596247921307265,0.0014146754664671648,0.001789494242391973,0.010485634184405242,21.084323333333334,19.407026666666667,20.100216666666668,20.48098,21.503209999999996,0.37653407427334995,0.46459562878797034,0.8716307035028593,0.2935808475814905,0.3407063675170544,-1.6772966666666669,-0.9841066666666656,-0.6033433333333349,0.41888666666666197,0.6931900000000013,1.073953333333332,2.096183333333329,0.3807633333333307,1.4029933333333275,1.0222299999999969,0.016586878061163674,0.21658355922888678,0.14845538775681616,0.3081817287803522,+,,,,0.37712974518880343,0.05066424277905398,0.006765841162429398,,,+,0.5896716949576517,0.10132697651447092,,,0.03245339407171815,+
DMKJLJHC_00650 4-hydroxyphenylpyruvate dioxygenase,23.92289,24.09104,24.10334,22.68742,22.33118,20.47167,20.19152,19.80888,21.91342,22.61014,23.15875,22.85578,22.49957,20.98726,21.93418,0.019430408456518743,0.004610241513409012,0.0020536558880806578,0.009405221377876367,0.012943317605173765,24.03909,21.83009,20.63794,22.874889999999997,21.80700333333333,0.08231910470844567,0.9714955504101224,0.9153288171289409,0.22437636105436784,0.6239128210646812,-2.209000000000003,-3.4011500000000012,-1.1642000000000046,-2.232086666666671,-1.192149999999998,1.0447999999999986,-0.02308666666666781,2.2369499999999967,1.1690633333333302,-1.0678866666666664,0.03277013861476282,0.006367283727169505,0.0023275605355134567,0.007406408266360719,+,+,+,+,0.2751635381032775,0.21249371947735307,0.9787949870331488,,,,0.02838954574899352,0.20985170970013348,+,,0.08499760870090002,
DMKJLJHC_00655 Vitamin B12-binding protein,23.47209,23.37279,23.71607,23.99231,23.79511,23.94244,23.488,23.67314,23.6424,23.75093,24.282,24.14919,21.33021,21.69553,21.2484,0.013561745681096374,0.019490587371041538,0.016015916615167995,0.02139613888799515,0.009930356753635215,23.52031666666667,23.909953333333334,23.60118,24.060706666666665,21.424713333333333,0.14423279362043662,0.08371976124083343,0.08100831726845499,0.22565580195411672,0.1943870181422165,0.3896366666666644,0.08086333333332973,0.540389999999995,-2.0956033333333366,-0.3087733333333347,0.15075333333333063,-2.485240000000001,0.4595266666666653,-2.1764666666666663,-2.6359933333333316,0.029817652528224995,0.5274056047895096,0.04622789627466467,0.00025551846040538904,+,,+,+,0.019975186043344723,0.425770284879252,7.702931919753681e-05,+,,+,0.05350718648578008,0.0001274709409382978,,+,0.00023440643054136042,+
DMKJLJHC_00656 hypothetical protein,21.74263,21.27036,21.85852,21.09599,21.97621,21.74817,21.54189,19.53909,18.70543,22.44738,22.4355,21.78345,21.78463,21.92752,21.21964,0.0036426565860436027,0.003949150447676189,0.0012561927049177827,0.005982223874915012,0.0115599416851575,21.623836666666666,21.60679,19.92880333333333,22.22211,21.64393,0.25438414315536356,0.3729951209689825,1.190317519133258,0.3102173757222514,0.30563692087180944,-0.017046666666665544,-1.6950333333333347,0.598273333333335,0.020093333333335295,-1.6779866666666692,0.6153200000000005,0.03714000000000084,2.2933066666666697,1.71512666666667,-0.5781799999999997,0.9599763458627604,0.12025298208986826,0.10260732049398764,0.9464615225573123,,,,,0.12987917476772068,0.14731480903483543,0.9185110717222664,,,,0.05778538661444634,0.11965965030287776,,,0.13365143336156074,
DMKJLJHC_00660 hypothetical protein,22.2802,22.08018,22.19283,22.94683,22.39357,23.14177,22.76032,22.65259,22.72571,22.7589,22.59213,22.70563,21.55249,21.65144,22.10621,0.0053723662358885595,0.009203243054235475,0.008652564532434626,0.008248462539382438,0.012615966958182167,22.184403333333336,22.827389999999998,22.712873333333334,22.68555333333333,21.77004666666667,0.08187493158606221,0.31691244342878044,0.0449074844046686,0.06954788582136902,0.2411114757856951,0.6429866666666619,0.5284699999999987,0.5011499999999955,-0.4143566666666665,-0.11451666666666327,-0.1418366666666664,-1.0573433333333284,-0.02732000000000312,-0.9428266666666651,-0.915506666666662,0.04991562901202216,0.0013217830507828957,0.002734688372604281,0.08282030458683949,+,+,+,,0.6394870070515195,0.5698877898605812,0.019858826392102975,,,+,0.6650008247684543,0.005555685183178737,,+,0.00670053564490154,+
DMKJLJHC_00663 Cardiolipin synthase B,20.429,20.48001,20.49717,19.46867,20.22093,20.22788,20.42552,20.22774,20.03732,20.61405,20.39184,19.89237,21.11834,21.3384,21.1838,0.0016356691833146267,0.0012721296076636743,0.0015480454148699716,0.0015778848248048007,0.008578025164751606,20.468726666666665,19.972493333333333,20.230193333333336,20.299419999999998,21.213513333333335,0.028951366500085503,0.3562681939525644,0.15849148059823884,0.3017853518645326,0.09226325571729808,-0.49623333333333264,-0.23853333333332927,-0.16930666666666738,0.7447866666666698,0.25770000000000337,0.32692666666666526,1.2410200000000025,0.06922666666666188,0.9833199999999991,0.9140933333333372,0.1210906377357034,0.10438411017191343,0.47384367558562934,0.0004033051408668401,,,,+,0.40288931480778284,0.37811638516224455,0.008847008909369531,,,+,0.788217287317673,0.001622076356149777,,+,0.014896615850533965,+
DMKJLJHC_00666 putative transcriptional regulatory protein pdtaR,23.37026,24.00633,24.22817,24.46619,24.44758,24.34942,24.44038,24.52319,24.30076,24.73205,24.52618,24.40944,24.76476,22.69204,21.06663,0.017260563472743663,0.02777693793053235,0.02827975656686394,0.030157854740457547,0.026506523306901376,23.86825333333333,24.421063333333333,24.421443333333333,24.55589,22.841143333333335,0.3635943402872066,0.051226024852825514,0.0917886130676831,0.13336995188822248,1.513432131995206,0.5528100000000009,0.5531900000000007,0.6876366666666698,-1.0271099999999969,0.0003799999999998249,0.13482666666666887,-1.5799199999999978,0.13444666666666905,-1.5802999999999976,-1.7147466666666666,0.10030404375308272,0.10528168112314353,0.06598753399547104,0.40353639722335527,,,,,0.9961656567125197,0.25290904983967855,0.21411096924236744,,,,0.3053857316703423,0.2144930461900935,,,0.18569065531908535,
DMKJLJHC_00667 Xylulose kinase,25.79367,25.65207,25.62834,24.91008,24.90591,24.90095,25.67449,25.53605,25.56869,25.14079,25.02289,24.90192,23.9612,22.16763,22.34829,0.06107518078226296,0.03886498344865447,0.06370484215494485,0.04165560044426653,0.0262244185710297,25.691360000000003,24.905646666666666,25.593076666666665,25.021866666666668,22.825706666666665,0.07298986367982817,0.0037319551027424377,0.05908999088020042,0.09752095375980543,0.8062953724425214,-0.7857133333333373,-0.09828333333333816,-0.6694933333333353,-2.865653333333338,0.6874299999999991,0.11622000000000199,-2.0799400000000006,-0.5712099999999971,-2.7673699999999997,-2.1961600000000026,0.00010912643316961747,0.21295754247783552,0.0014770098238470152,0.0074598496790760065,+,,+,+,8.054292938649217e-05,0.16743819171862712,0.02180797690489321,+,,+,0.0020957194864912967,0.008394680832048699,+,+,0.018712135119152977,+
DMKJLJHC_00668 L-glyceraldehyde 3-phosphate reductase,24.72166,24.69694,24.65824,24.0592,24.32485,24.32821,24.94659,24.8072,25.0288,24.52713,24.47475,24.32086,23.1207,21.80216,22.10389,0.030557070282696216,0.02445694554228768,0.04016270301019761,0.02784767998586311,0.018757325281938433,24.69228,24.23742,24.92753,24.44091333333333,22.342249999999996,0.02609994636009853,0.12602803576982355,0.09146621489198381,0.08754244012033381,0.5640617874547665,-0.45486000000000004,0.23525000000000063,-0.2513666666666694,-2.350030000000004,0.6901100000000007,0.20349333333333064,-1.8951700000000038,-0.48661666666667003,-2.5852800000000045,-2.0986633333333344,0.007500412157362774,0.024947509085625836,0.017668753680552672,0.0041656741815681055,+,+,+,+,0.003307310164876283,0.13398786425708753,0.009754248339732307,+,,+,0.005559613192358448,0.003064083903073303,+,+,0.006518324663230572,+
DMKJLJHC_00670 Translocation and assembly module TamB,25.33766,25.30013,25.37179,25.48646,25.31133,25.67287,24.93589,25.12656,24.96018,25.40912,25.04664,25.1882,21.77801,21.39687,22.07627,0.04775834674413067,0.058281751533691945,0.042453093987573305,0.04761107291603746,0.012445183076463707,25.336526666666668,25.490220000000004,25.00754333333333,25.21465333333333,21.750383333333332,0.029266046690472593,0.14762203110195452,0.08473970432382293,0.14915935937409058,0.2780509719857538,0.15369333333333657,-0.32898333333333696,-0.12187333333333683,-3.586143333333336,-0.4826766666666735,-0.2755666666666734,-3.7398366666666725,0.20711000000000013,-3.257159999999999,-3.464269999999999,0.22216337876239955,0.006562879786506247,0.32018961408200397,5.431249511913702e-05,,+,,+,0.015992965864384867,0.13687353545737294,7.356643048762575e-05,+,,+,0.16294322868358288,9.266926041406705e-05,,+,0.00010043994104940781,+
DMKJLJHC_00671 Translocation and assembly module TamA,25.85892,25.94347,25.76089,25.8314,25.87124,25.62372,25.54221,25.72104,25.78147,25.6322,25.72044,25.79541,25.64003,21.44061,24.39133,0.06838371950652374,0.07102257011341696,0.06773491578083678,0.06739588343407112,0.0523864652468334,25.85442666666667,25.77545333333333,25.681573333333333,25.716016666666665,23.82399,0.0746056594516952,0.10851746321317281,0.10158592498744777,0.06670357528315496,1.7607172952710686,-0.07897333333333734,-0.17285333333333597,-0.13841000000000392,-2.03043666666667,-0.09387999999999863,-0.05943666666666658,-1.9514633333333329,0.03444333333333205,-1.8575833333333343,-1.8920266666666663,0.4441529109484437,0.12444900798904325,0.12212611779522546,0.17856284615944562,,,,,0.4222466584067991,0.5453851298409589,0.19275935449996268,,,,0.7090434138268487,0.21058695639989639,,,0.20348141143158938,
DMKJLJHC_00672 Protein-export protein SecB,25.20985,25.45632,25.01368,24.43148,24.55766,24.67568,24.27185,24.56465,24.35138,24.67093,24.68779,24.5438,25.13199,21.58581,23.79699,0.04425507463784005,0.030477915507274793,0.027784617282243518,0.03183948808452508,0.04199257100131484,25.22661666666667,24.55494,24.395960000000002,24.634173333333333,23.50493,0.1810955240259194,0.09971278353350659,0.12362171411204433,0.064273215952594,1.4623776144347942,-0.67167666666667,-0.8306566666666662,-0.5924433333333354,-1.7216866666666668,-0.15897999999999612,0.0792333333333346,-1.0500099999999968,0.23821333333333072,-0.8910300000000007,-1.1292433333333314,0.010070259443808426,0.005856045181492221,0.012061616038535157,0.1738049959844363,+,+,+,,0.22982116529823815,0.39837751456841286,0.3683241021904207,,,,0.07293193354464926,0.43895692521439084,,,0.33658729000922666,
DMKJLJHC_00674 hypothetical protein,22.98203,22.93179,23.0278,23.22709,23.2041,23.33593,23.85899,23.98902,23.64108,23.33783,22.99953,23.13308,21.86153,21.58221,21.65365,0.009328818171719974,0.012384459465747033,0.018764723534244746,0.011435006140057147,0.0120108155904012,22.98054,23.25570666666667,23.829696666666667,23.156813333333332,21.699129999999997,0.03921007608595856,0.057497666232832985,0.14354821590284228,0.13912626359613867,0.11847992347510412,0.2751666666666672,0.8491566666666657,0.17627333333333084,-1.2814100000000046,0.5739899999999984,-0.09889333333333639,-1.5565766666666718,-0.6728833333333348,-2.1305666666666703,-1.4576833333333354,0.005019389121878318,0.0012806633584438887,0.159682833466417,0.0001307924154022322,+,+,,+,0.006299719674899475,0.40545862262019794,7.505669810258906e-05,+,,+,0.008903542668917618,8.518988762624411e-05,+,+,0.0003518438996726895,+
DMKJLJHC_00677 hypothetical protein,21.57455,21.19087,21.1135,20.553,20.49228,20.5285,20.51279,20.53811,20.47318,21.02039,20.28401,20.79883,21.75796,21.54931,21.30344,0.00289613259815571,0.0018652198178173867,0.0018768080801237054,0.0020844237074270832,0.01073340226911764,21.292973333333332,20.524593333333335,20.508026666666666,20.701076666666665,21.53690333333333,0.20159463225878674,0.024942281816670672,0.02672069401959641,0.3084700544443318,0.18576428008515491,-0.768379999999997,-0.7849466666666665,-0.591896666666667,0.24392999999999887,-0.016566666666669505,0.17648333333333,1.0123099999999958,0.1930499999999995,1.0288766666666653,0.8358266666666658,0.005887615845382231,0.005474702773578503,0.08558198541568662,0.2766895164817424,+,+,,,0.556429439964544,0.46518593205710906,0.0015781163213569877,,,+,0.42770834157915905,0.0014913499443417483,,+,0.030424837420422648,+
DMKJLJHC_00678 ATP-dependent protease ATPase subunit HslU,25.48956,25.60371,25.38466,25.69016,25.64493,25.57039,25.66368,25.68758,25.70398,25.48173,25.56037,25.52719,25.51758,22.99998,23.53255,0.05321634999761776,0.064441239108476,0.06789975496413596,0.05896016140041864,0.05987307858649843,25.492643333333334,25.63516,25.68508,25.523096666666664,24.016703333333336,0.08945336152928426,0.04938152758538991,0.01654710447983857,0.03223485622048844,1.0833222904975635,0.14251666666666551,0.1924366666666657,0.030453333333330335,-1.4759399999999978,0.049920000000000186,-0.11206333333333518,-1.6184566666666633,-0.16198333333333537,-1.6683766666666635,-1.5063933333333281,0.11982327797463033,0.0402753450521721,0.6740722025824306,0.12723961435610986,,+,,,0.24672627583285484,0.05480395010433405,0.10242018496054373,,,,0.003202539673279271,0.09498697519071529,+,,0.12077158631360976,
DMKJLJHC_00680 ATP-dependent protease subunit HslV,22.6495,22.53048,22.90848,22.90476,22.9973,22.98233,23.49351,23.85119,23.74991,23.05297,23.1439,23.12622,22.3063,22.00495,21.99749,0.007659804957411228,0.010099525886581895,0.01713005402512728,0.011052252854393336,0.01588998159256336,22.69615333333333,22.96146333333333,23.698203333333336,23.107696666666666,22.102913333333333,0.15780452070696707,0.04055840425307149,0.15053001944979405,0.0393649728678798,0.14384833455954782,0.2653099999999995,1.002050000000004,0.41154333333333426,-0.593239999999998,0.7367400000000046,0.14623333333333477,-0.8585499999999975,-0.5905066666666698,-1.595290000000002,-1.0047833333333323,0.08268275234430807,0.0028933914228302248,0.023198514931812547,0.017116546751132587,,+,+,+,0.00260619538182807,0.02160065984366397,0.0012486693799772812,+,+,+,0.005817984956728382,0.00041160210149932875,+,+,0.000677499445230998,+
DMKJLJHC_00682 Thioredoxin,24.121,23.56232,24.15422,23.90049,23.9322,23.68217,24.35958,24.78481,24.28277,24.12613,23.79521,24.02563,24.78232,22.05663,24.92098,0.018214316969494337,0.018546036531834797,0.02936395646062049,0.020264676438853133,0.05599045045015344,23.945846666666665,23.838286666666665,24.47572,23.98232333333333,23.919976666666667,0.2715332025533685,0.11114762325644122,0.2207976677111122,0.13852463591562125,1.3188005280135773,-0.10755999999999943,0.5298733333333345,0.03647666666666538,-0.025869999999997617,0.637433333333334,0.14403666666666481,0.08169000000000182,-0.49339666666666915,-0.5557433333333321,-0.062346666666663,0.6315053863063358,0.09895769082269658,0.8738292102945238,0.9796243639681514,,,,,0.021833388798847827,0.31535042454722273,0.9346357145899549,+,,,0.05540183317266634,0.588267116842175,,,0.9501772178245023,
DMKJLJHC_00683 ATP-dependent helicase/nuclease subunit A,23.39139,23.503,23.54604,23.47914,23.23425,23.43314,22.68868,22.9233,22.53891,23.42777,23.31147,23.55028,22.47614,21.35822,21.42684,0.013189314300157996,0.013519116781202635,0.008677129113837223,0.013817377355308401,0.01247411490486893,23.480143333333334,23.38217666666667,22.716963333333336,23.42984,21.753733333333333,0.06517144586055726,0.10627236716203513,0.15819582428819728,0.09750476125126781,0.5115862391512205,-0.09796666666666454,-0.7631799999999984,-0.05030333333333559,-1.7264100000000013,-0.6652133333333339,0.04766333333332895,-1.6284433333333368,0.7128766666666628,-0.9632300000000029,-1.6761066666666657,0.32871226569225254,0.0032289168768785165,0.5768705392766481,0.009076081628959128,,+,,+,0.007837272849472438,0.6645624048447532,0.011622938000237068,+,,+,0.005597854119102891,0.06371808457265542,+,,0.010406152193037631,+
DMKJLJHC_00684 hypothetical protein,22.48846,22.47954,22.49245,22.20338,22.10971,22.28269,21.68162,20.51856,21.64478,22.16889,21.97109,22.24031,21.92163,21.96012,21.35931,0.006625232069793477,0.0059518809234451655,0.0032085196000536,0.0055996444860491774,0.012416203600454371,22.48681666666667,22.198593333333335,21.281653333333335,22.126763333333333,21.747020000000003,0.005397062987301004,0.07069985494248791,0.5397980319424001,0.11387374333981604,0.2746023222771429,-0.2882233333333346,-1.205163333333335,-0.36005333333333667,-0.7397966666666669,-0.9169400000000003,-0.07183000000000206,-0.45157333333333227,0.8451099999999983,0.46536666666666804,-0.3797433333333302,0.004539369007836528,0.03427468117341497,0.011104231806655556,0.018952372252030454,+,+,+,+,0.07582893767668342,0.49072140735591113,0.08743439078936537,,,,0.09619509788850515,0.3382788624421326,,,0.14513273717036138,
DMKJLJHC_00690 SCO1 protein,22.27821,22.42304,22.46231,22.21543,22.43456,21.99728,22.63644,23.01246,23.02619,22.20446,22.16429,22.41805,20.92273,22.45298,21.16395,0.006186003531711308,0.006023111626717753,0.009794359356084545,0.0061510750077321775,0.01055864072451819,22.387853333333336,22.215756666666667,22.891696666666665,22.262266666666665,21.51322,0.07916976962339893,0.17851896189356395,0.18058073472980316,0.11136948245467519,0.6717680231051983,-0.17209666666666834,0.5038433333333288,-0.1255866666666705,-0.8746333333333354,0.6759399999999971,0.04650999999999783,-0.702536666666667,-0.6294299999999993,-1.3784766666666641,-0.7490466666666649,0.28066630060831776,0.022480814104080798,0.26351557425686006,0.1414519303077038,,+,,,0.019696702167281175,0.7702001334944589,0.22610926650315397,+,,,0.013744230392097911,0.04868760206401822,+,+,0.1947675049294418,
DMKJLJHC_00691 Photosynthetic apparatus regulatory protein RegA,23.13115,23.32869,23.44859,23.40743,23.40873,23.30299,23.77163,24.05862,23.81538,23.14742,23.53326,23.51461,22.43254,22.33381,22.39316,0.011663786594503525,0.013433863128847891,0.01945583683337749,0.01351979997428351,0.019341604146021096,23.302809999999997,23.373049999999996,23.881876666666667,23.39843,22.386503333333337,0.13088001935615096,0.04954274383465866,0.12624624095614007,0.177654103433235,0.04058026312821982,0.0702399999999983,0.5790666666666695,0.09562000000000381,-0.9163066666666602,0.5088266666666712,0.02538000000000551,-0.9865466666666585,-0.4834466666666657,-1.4953733333333297,-1.011926666666664,0.5170043726041383,0.010794323179057016,0.5731168731933849,0.0006973488563775502,,+,,+,0.006062744897419262,0.8551817311485866,2.6264894801376547e-05,+,,+,0.03494703785074515,9.037989263370157e-05,+,+,0.001420453539695682,+
DMKJLJHC_00692 Trans-acting regulatory protein HvrA,23.68421,23.64581,23.67595,22.93056,22.88735,22.95189,23.18989,23.37465,22.97656,23.05758,23.07588,23.23425,21.32853,21.16437,21.0061,0.0150303947045503,0.009835640448268125,0.011963943768182696,0.011166784412101194,0.008302038074049625,23.668656666666667,22.923266666666667,23.180366666666668,23.12257,21.166333333333338,0.016503222580924782,0.026848307623054464,0.16265901436918745,0.07932229320941145,0.13163881705468042,-0.7453900000000004,-0.4882899999999992,-0.5460866666666675,-2.5023233333333295,0.2571000000000012,0.19930333333333294,-1.756933333333329,-0.05779666666666827,-2.0140333333333302,-1.956236666666662,4.764710970257776e-06,0.013437915742767516,0.0006764251749163538,1.1741958171237889e-05,+,+,+,+,0.09208910056556768,0.028154312490496228,5.030231443255523e-05,,+,+,0.6749200264328432,0.00016867171539264878,,+,5.599020491044009e-05,+
DMKJLJHC_00695 Adenosylhomocysteinase,27.21882,27.27115,27.05961,27.01436,26.97804,26.97826,27.22279,27.24245,27.06003,26.91536,27.1045,26.94592,26.76787,23.55614,26.63187,0.1717715928924564,0.16484568691561216,0.19072424784165784,0.16282351235961665,0.18599141426731142,27.18319333333333,26.990220000000004,27.17509,26.98859333333333,25.651960000000003,0.08996012981068646,0.01706979398430675,0.08175463941983138,0.0829025328657434,1.4830082275114547,-0.19297333333332745,-0.008103333333330909,-0.19460000000000122,-1.5312333333333292,0.18486999999999654,-0.0016266666666737706,-1.3382600000000018,-0.1864966666666703,-1.5231299999999983,-1.336633333333328,0.04072086117686771,0.9294253012288125,0.0876816668634515,0.2187091815365936,+,,,,0.035170873268949986,0.9796190739195294,0.27098235883357646,+,,,0.08618187638743083,0.22059191286991034,,,0.2720873787717152,
DMKJLJHC_00697 hypothetical protein,25.28648,24.97338,24.89611,25.23666,25.63793,25.39552,25.46466,25.18975,25.31824,25.71793,26.03124,25.66598,22.16211,25.01248,22.62761,0.039209852884547106,0.05564276974853326,0.05287343420136806,0.07168611992090798,0.03561794101182522,25.05199,25.423370000000002,25.32421666666667,25.805049999999998,23.2674,0.16878355626857391,0.16499721229968306,0.11231107821087262,0.16134050473042,1.2485059650905428,0.37138000000000204,0.2722266666666684,0.7530599999999978,-1.7845900000000015,-0.09915333333333365,0.3816799999999958,-2.1559700000000035,0.48083333333332945,-2.05681666666667,-2.5376499999999993,0.09009502709530816,0.13039510725133743,0.010330017496238509,0.11568958332246611,,,+,,0.521071596975073,0.07946307176815963,0.07267892122213271,,,,0.025838514623296352,0.0810977725380277,+,,0.046360439903363845,+
DMKJLJHC_00699 hypothetical protein,26.88495,26.64678,26.83268,26.83159,26.79489,26.75506,26.68083,26.95349,26.91456,26.86644,26.99216,27.02136,26.7265,21.5753,26.31897,0.1306253407525532,0.14386770803950205,0.15220596924663463,0.1596267436342031,0.10843767043363106,26.788136666666663,26.793846666666667,26.849626666666666,26.959986666666666,24.873589999999997,0.10220671417388508,0.03125195069467146,0.12041074767459714,0.06721306486754537,2.3381699208711653,0.005710000000004101,0.06149000000000271,0.17185000000000272,-1.9145466666666664,0.05577999999999861,0.16613999999999862,-1.9202566666666705,0.11036000000000001,-1.976036666666669,-2.086396666666669,0.9434010714393545,0.6112180657786443,0.11788772134813269,0.31170267128057233,,,,,0.5604543830292694,0.033863833715783435,0.3100829134139375,,+,,0.3209773910052378,0.2985845881725231,,,0.27571094962327714,
DMKJLJHC_00700 Metalloprotease PmbA,25.46594,25.6482,25.34807,25.70754,25.71448,25.57129,25.684,25.65644,25.62692,25.61731,25.69397,25.56837,26.21488,21.46023,25.44847,0.053023413952465286,0.06576230658584177,0.06653498066344272,0.06334337804664325,0.07672681064969426,25.487403333333333,25.66443666666667,25.655786666666668,25.626549999999998,24.374526666666668,0.12346392248570222,0.06592554908548078,0.023307391293084262,0.0516905742535969,2.0843368038832457,0.1770333333333376,0.16838333333333466,0.1391466666666652,-1.112876666666665,-0.008650000000002933,-0.0378866666666724,-1.2899100000000026,-0.029236666666669464,-1.2812599999999996,-1.2520233333333302,0.148160103222207,0.13095215214918213,0.21545601723106705,0.49293260575916115,,,,,0.8696208314835099,0.557240999483475,0.43108440391877045,,,,0.506286441383361,0.4337472510391226,,,0.4435903088914191,
DMKJLJHC_00709 hypothetical protein,22.88552,22.81705,22.70212,22.56774,22.50016,22.31866,22.48313,22.81425,22.54564,22.45393,22.27975,22.47882,20.92009,21.5173,21.69868,0.008240418778407275,0.007145024690459183,0.00808133961357387,0.0067868332573226805,0.009618568610535859,22.80156333333333,22.462186666666668,22.61434,22.40416666666667,21.378689999999995,0.07566931405060312,0.10517189780967555,0.14364280026046194,0.08856074462700068,0.33262606241844656,-0.3393766666666629,-0.18722333333333196,-0.39739666666666196,-1.4228733333333352,0.15215333333333092,-0.05801999999999907,-1.0834966666666723,-0.21017333333333,-1.2356500000000032,-1.0254766666666733,0.020756481027600852,0.17826002896036003,0.008494115111497535,0.004131780411145803,+,,+,+,0.2933534720733484,0.5827901842106042,0.011761221973545798,,,+,0.1529716364283515,0.008504103488821135,,+,0.013551258851997403,+
