Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB,P_relabun,TPA_relabun,BHET_relabun,PET_relabun,PETB_relabun,P,TPA,BHET,PET,PETB,P_sd,TPA_sd,BHET_sd,PET_sd,PETB_sd,P_TPA_fc,P_BHET_fc,P_PET_fc,P_PETB_fc,TPA_BHET_fc,TPA_PET_fc,TPA_PETB_fc,BHET_PET_fc,BHET_PETB_fc,PET_PETB_fc,P_TPA_ttest,P_BHET_ttest,P_PET_ttest,P_PETB_ttest,P_TPA_ttest_sig,P_BHET_ttest_sig,P_PET_ttest_sig,P_PETB_ttest_sig,TPA_BHET_ttest,TPA_PET_ttest,TPA_PETB_ttest,TPA_BHET_ttest_sig,TPA_PET_ttest_sig,TPA_PETB_ttest_sig,BHET_PET_ttest,BHET_PETB_ttest,BHET_PET_ttest_sig,BHET_PETB_ttest_sig,PET_PETB_ttest,PET_PETB_ttest_sig
GFJPDDAG_00996 Spermidine N(1)-acetyltransferase,21.50383,23.31603,19.97342,20.55565,19.6379,20.5463,20.94382,21.53721,19.21909,20.53446,20.69148,20.95191,21.16498,21.30849,21.15229,0.0059439445527432,0.004409602831937917,0.003041665200711923,0.005611025269739835,0.04762366344767183,21.597760000000005,20.246616666666668,20.56670666666667,20.725949999999997,21.208586666666665,1.366230223815396,0.4304446079991663,0.9832195188031791,0.17215741110971775,0.07083203622341708,-1.3511433333333365,-1.031053333333336,-0.8718100000000071,-0.38917333333333914,0.32009000000000043,0.4793333333333294,0.9619699999999973,0.15924333333332896,0.6418799999999969,0.48263666666666794,0.2531017978705356,0.4352153336757387,0.42121039764269186,0.7080334425658323,,,,,0.694883269738597,0.21749732283216092,0.035575280471118034,,,+,0.8325593612649379,0.4092344865915421,,,0.02145737109884979,+
GFJPDDAG_00999 Putative ribosomal N-acetyltransferase YdaF,21.52722,21.76024,20.92289,20.77808,21.17131,20.21302,19.36415,21.46289,19.74347,22.22116,21.14303,20.34298,21.57954,20.08582,22.17045,0.005194952860226964,0.0061255330160746545,0.0023429476121354462,0.007989126335774279,0.049991931582375713,21.403449999999996,20.720803333333333,20.19017,21.235723333333336,21.278603333333333,0.35287204035835273,0.39331106725112835,0.9131750706189927,0.7695600772013986,0.8772467221306044,-0.6826466666666633,-1.2132799999999975,-0.1677266666666597,-0.124846666666663,-0.5306333333333342,0.5149200000000036,0.5578000000000003,1.0455533333333378,1.0884333333333345,0.0428799999999967,0.14171668754869327,0.15453299996916264,0.7932328414575919,0.8609639052898806,,,,,0.4924005711930482,0.44688880838366557,0.45799382821047513,,,,0.28335224437408263,0.29097521857467373,,,0.9610477439265349,
GFJPDDAG_01014 hypothetical protein,26.86514,25.85439,27.78837,21.78264,28.12588,26.29927,27.28982,27.84924,26.73815,25.6149,28.26941,28.0561,23.90067,23.57068,20.12383,0.22435310252774399,0.15721866776673196,0.321919917322169,0.5396141651793963,0.11915921373762978,26.835966666666668,25.402596666666664,27.292403333333336,27.31347,22.531726666666668,0.789813468541079,2.6661071151816493,0.4536042711684079,1.2042232137218867,1.7079613809126033,-1.4333700000000036,0.4564366666666686,0.47750333333333117,-4.30424,1.8898066666666722,1.9108733333333348,-2.8708699999999965,0.02106666666666257,-4.760676666666669,-4.781743333333331,0.5063905515828104,0.5176210871875021,0.6635478395130608,0.0318292568858577,,,,+,0.37898360239113954,0.40789748945045606,0.2690163530241009,,,,0.9826377831656558,0.018942932681013592,,+,0.031797118673936295,+
GFJPDDAG_01015 FMN-dependent NADH-azoreductase 2,20.47041,19.95561,18.56724,20.49783,22.91751,21.50308,20.13545,20.74874,19.64507,19.92637,21.58454,22.48981,22.47291,18.57233,21.70109,0.0015562573576622931,0.011579534770075872,0.0023207235829012405,0.008549782642607735,0.038866717532048976,19.664420000000003,21.63947333333333,20.176420000000004,21.333573333333334,20.915443333333332,0.8037859268486848,0.9925271387165635,0.4515017703176815,1.0614594855616908,1.6865273192239985,1.975053333333328,0.5120000000000005,1.6691533333333304,1.251023333333329,-1.4630533333333275,-0.3058999999999976,-0.7240299999999991,1.15715333333333,0.7390233333333285,-0.41813000000000144,0.09400968743380639,0.4761268726376781,0.1509275632505047,0.3972721052972707,,,,,0.1306090668630846,0.7807593308024088,0.6284541752292949,,,,0.2289820534170908,0.5816774680880543,,,0.781437246972355,
GFJPDDAG_01016 hypothetical protein,18.946,17.85024,19.41479,20.19459,20.46876,20.97791,19.40624,20.76579,19.15253,20.29487,20.25901,19.91479,21.59163,20.77578,20.52809,0.0008182823607193615,0.0054306267885739215,0.0017568707145425245,0.0037803969890535566,0.04022963376016131,18.737009999999998,20.54708666666667,19.774853333333333,20.156223333333333,20.965166666666665,0.6555973310399206,0.32454979652161586,0.7083119835370725,0.17134570461172594,0.45437122490560716,1.8100766666666708,1.0378433333333348,1.4192133333333352,2.228156666666667,-0.772233333333336,-0.39086333333333556,0.41807999999999623,0.38137000000000043,1.1903133333333322,0.8089433333333318,0.024912513859310415,0.20296827282196447,0.041474217728156036,0.016812112725240313,+,,+,+,0.2336302805084803,0.2064933549359083,0.3493608211749271,,,,0.5003274296081415,0.11606714317970512,,,0.0780144776485329,
GFJPDDAG_01020 hypothetical protein,24.46874,22.50799,24.64554,20.34988,20.11126,20.23557,23.60738,24.79769,23.51123,21.3846,23.05601,20.1356,22.02839,21.10292,20.03011,0.028795084647748687,0.004365868629183965,0.03222826674018361,0.009765661308450179,0.042778876813047394,23.87409,20.232236666666665,23.972099999999998,21.525403333333333,21.053806666666667,0.9686714157373838,0.09744471743278517,0.5850984770104939,1.1964023364608118,0.8165332527351369,-3.6418533333333336,0.0980099999999986,-2.3486866666666657,-2.8202833333333324,3.739863333333332,1.293166666666668,0.8215700000000012,-2.4466966666666643,-2.918293333333331,-0.47159666666666666,0.006127531611217597,0.9084254349040035,0.09713804770067264,0.03457356414574194,+,,,+,0.0008745451467119064,0.20229366481375363,0.2305543303008236,+,,,0.06016952072433418,0.014750127130663293,,+,0.6691198892645207,
GFJPDDAG_01023 Putative acyl-CoA dehydrogenase AidB,21.06059,21.94924,20.50073,21.56091,20.45252,19.82402,20.91426,21.05617,20.024,20.0961,20.02789,21.09866,21.1129,20.9041,20.38269,0.0044193902258320246,0.005682459065317037,0.003255693070064053,0.004499811009815576,0.03587524300585225,21.170186666666666,20.612483333333333,20.66481,20.40755,20.799896666666665,0.5964080689334176,0.7180473146124994,0.4568097372721672,0.4894813071677675,0.3070780704569368,-0.5577033333333326,-0.5053766666666668,-0.7626366666666655,-0.3702900000000007,0.052326666666665744,-0.20493333333333297,0.18741333333333188,-0.2572599999999987,0.13508666666666613,0.39234666666666485,0.44571140429804246,0.3952939548827181,0.2346909004245184,0.47862950426104045,,,,,0.9348871546053669,0.7555035005673673,0.7513914617438094,,,,0.6157211662686262,0.7460247120956494,,,0.39130786960736746,
GFJPDDAG_01029 hypothetical protein,22.77096,22.41147,22.07496,20.0167,20.06151,20.50221,22.00867,20.18743,20.54339,20.03421,19.00756,19.94178,21.96832,21.43644,21.43238,0.010503444792084482,0.004250125334416482,0.003867276801659703,0.002682350459860408,0.06300524516360667,22.41913,20.193473333333333,20.913163333333333,19.661183333333334,21.612379999999998,0.28419243093368884,0.21907492026448244,0.7881531251109913,0.4637193279224933,0.25169304532836495,-2.2256566666666657,-1.5059666666666658,-2.7579466666666654,-0.806750000000001,0.7196899999999999,-0.5322899999999997,1.4189066666666648,-1.2519799999999996,0.6992166666666648,1.9511966666666645,0.0009313058031383964,0.06384455389798187,0.0020019185969305077,0.03973061430350267,+,,+,+,0.28135425567752553,0.21607299430192795,0.0038503669463396686,,,+,0.12492064376513914,0.2980359334596819,,,0.006384133877274442,+
GFJPDDAG_01034 putative murein peptide carboxypeptidase,19.47655,20.01798,19.28711,20.14155,20.00119,20.9832,19.05287,21.15614,19.6368,20.56918,21.66121,20.64036,21.88088,19.61812,20.7962,0.0014819950798337248,0.004821043296833527,0.001981726721139313,0.006585217433533167,0.03501950288000857,19.59388,20.375313333333334,19.948603333333335,20.956916666666668,20.765066666666666,0.309696072410787,0.4336433880762189,0.886510824236732,0.49885767685338445,0.9240301826720212,0.7814333333333359,0.35472333333333594,1.3630366666666696,1.1711866666666673,-0.4267099999999999,0.5816033333333337,0.3897533333333314,1.0083133333333336,0.8164633333333313,-0.1918500000000023,0.10676223721618151,0.6215020778534648,0.030417753445904777,0.16443860414605704,,,+,,0.5739293754484326,0.28129846106477485,0.6178549051850122,,,,0.23359894090622513,0.41819912453327507,,,0.8088676684689566,
GFJPDDAG_01035 Dipeptide-binding protein DppE,26.17668,25.55048,25.0269,24.49735,24.34989,23.91625,25.5354,25.27103,25.63827,20.11732,25.15019,24.82182,21.17701,20.16237,20.70777,0.09424520570641438,0.07094006365414322,0.09175541283666099,0.034906514687482806,0.033068904907305546,25.584686666666666,24.254496666666668,25.481566666666666,23.363110000000002,20.682383333333334,0.4700184990212855,0.24663632948578745,0.15468209384267922,2.299031862516626,0.4146138320038164,-1.3301899999999982,-0.10312000000000054,-2.221576666666664,-4.902303333333332,1.2270699999999977,-0.8913866666666657,-3.572113333333334,-2.1184566666666633,-4.799183333333332,-2.6807266666666685,0.023926258891401667,0.7828690272222638,0.25163615585312127,0.00037982427554370543,+,,,+,0.0039770755181538185,0.6145949228465506,0.000470064056181141,+,,+,0.2633906883393787,0.00010543289341196114,,+,0.17994698751748778,
GFJPDDAG_01042 hypothetical protein,20.54783,21.99186,18.28024,20.68251,20.58632,20.62003,20.22689,19.6553,19.60777,22.27316,20.40991,19.99576,22.61708,20.90644,20.01741,0.00237342532326185,0.005750359101322175,0.001825309821772024,0.006299589159782921,0.04669933277906277,20.27331,20.62962,19.829986666666667,20.892943333333335,21.180310000000002,1.5276456131140712,0.039850596816944556,0.281323025759042,0.9904977169192378,1.07883412685485,0.35631000000000057,-0.44332333333333196,0.6196333333333364,0.9070000000000036,-0.7996333333333325,0.2633233333333358,0.550690000000003,1.0629566666666683,1.3503233333333355,0.2873666666666672,0.7581409801397818,0.7071390504338386,0.655443943891318,0.5304855357002676,,,,,0.01640069350390018,0.7262398613024474,0.510582101129299,+,,,0.21808859939215164,0.16190446263826316,,,0.7951579057002706,
GFJPDDAG_01043 hypothetical protein,17.80638,18.87673,19.72946,21.04818,19.76124,20.35128,20.44671,21.21484,18.95443,20.1531,19.89981,19.79761,22.57052,20.28563,21.46301,0.0008572872890778857,0.0048599182733969236,0.0023676919046700393,0.003277254571851791,0.05589859173656044,18.804190000000002,20.3869,20.205326666666664,19.950173333333332,21.439719999999998,0.7867679498217157,0.5259944417957276,0.9384607174280423,0.14943367320951742,0.9329477999330927,1.5827099999999987,1.4011366666666625,1.14598333333333,2.6355299999999957,-0.18157333333333625,-0.4367266666666687,1.052819999999997,-0.25515333333333245,1.2343933333333332,1.4895466666666657,0.07723594165712488,0.18096212812105097,0.11301743147723457,0.03787750685348893,,,,+,0.8230779714430996,0.3218309916802927,0.23682988028738555,,,,0.7234533405433867,0.25754776714363,,,0.08965889054033543,
GFJPDDAG_01044 Putative monooxygenase,18.97306,20.01862,19.45122,19.60612,21.2648,21.16841,20.24451,20.86576,19.70498,20.76734,19.80175,19.96932,23.06775,18.8505,21.45291,0.0013704287516262492,0.005953791582423582,0.0024792516161520704,0.003841805310765044,0.04490300316915148,19.480966666666667,20.679776666666665,20.27175,20.17947,21.123720000000002,0.4273660230866374,0.7602090661712009,0.47427774232686454,0.42127843437169604,1.7373493090912948,1.1988099999999982,0.7907833333333336,0.6985033333333313,1.642753333333335,-0.40802666666666454,-0.5003066666666669,0.4439433333333369,-0.09228000000000236,0.8519700000000014,0.9442500000000038,0.12380557784907423,0.15470454100363867,0.1750843823729958,0.2639172923183626,,,,,0.5546450360316681,0.4612871397268476,0.7572117905868193,,,,0.8470522741082771,0.5401100737005504,,,0.49659222263019376,
GFJPDDAG_01062 Spermine/spermidine acetyltransferase,19.18142,18.52686,19.74258,20.87132,20.47587,21.2313,19.96261,19.35981,19.67787,21.16036,19.28954,19.76736,22.33008,19.61488,20.964,0.0010897123241432542,0.006743645598219789,0.0016300520465030621,0.0035670573473973897,0.040354939461252216,19.15028666666667,20.85949666666667,19.666763333333332,20.072419999999997,20.96965333333333,0.49680361172421306,0.3085163038731595,0.24621735456480168,0.7936363864306297,1.1084829663804288,1.7092099999999988,0.5164766666666623,0.9221333333333277,1.8193666666666601,-1.1927333333333365,-0.7870766666666711,0.11015666666666135,0.40565666666666544,1.3028899999999979,0.8972333333333324,0.014454715697404315,0.258125407711409,0.23610058131174538,0.10155243607620759,+,,,,0.012915817975748289,0.2612152028038328,0.898841372672877,+,,,0.5279167007532871,0.1799758600786853,,,0.40467468188280065,
GFJPDDAG_01063 Inner membrane transport permease YbhR,23.40639,23.16188,23.27142,21.80671,21.39677,20.69278,23.44076,21.72248,20.12291,21.13026,20.48214,21.19456,22.09569,20.20721,21.71539,0.019074288320154342,0.009143746368975782,0.006965392718053016,0.006488872161346068,0.052144747461546015,23.279896666666662,21.298753333333334,21.762050000000002,20.935653333333335,21.339430000000004,0.10000058477606724,0.4600112038007577,1.3547955551299982,0.32175495865988096,0.8155156318959602,-1.9811433333333284,-1.5178466666666601,-2.3442433333333277,-1.9404666666666586,0.46329666666666824,-0.3630999999999993,0.0406766666666698,-0.8263966666666676,-0.42261999999999844,0.4037766666666691,0.0039993715560297525,0.1892314478991262,0.0005983355470509855,0.02883543342068507,+,,+,+,0.670769608406439,0.4120874409678595,0.9539573063772607,,,,0.44853589389183773,0.7246601651011095,,,0.5503530612175991,
GFJPDDAG_01064 Daunorubicin/doxorubicin resistance ATP-binding protein DrrA,21.50703,21.73971,21.79317,20.53956,20.49837,20.68564,22.19286,21.20775,22.15069,19.91552,19.63618,20.47789,22.20565,20.3577,19.39206,0.006292488426750852,0.005534892843128409,0.007405453205291955,0.0034156916529739442,0.03237533836130131,21.67997,20.574523333333335,21.85043333333333,20.009863333333332,20.651803333333334,0.12421936402992856,0.08035064502264685,0.45477172107430847,0.3500423111885502,1.1673173661672105,-1.1054466666666656,0.17046333333333052,-1.670106666666669,-1.0281666666666673,1.275909999999996,-0.5646600000000035,0.07727999999999824,-1.8405699999999996,-1.1986299999999979,0.6419400000000017,0.0004537396119708072,0.6360323555532691,0.003134787289894611,0.28320027914833956,+,,+,,0.017434900403126875,0.0902635204163534,0.9300738324558115,+,,,0.010531837273264042,0.24744594639487436,+,,0.49769483084697774,
GFJPDDAG_01067 hypothetical protein,19.8269,20.32893,19.5431,20.8759,19.54618,20.71229,20.29182,20.58788,19.59444,21.01051,21.08356,20.58235,21.86609,20.80316,21.65407,0.0018318533232834116,0.004830442603699449,0.0022913555875018724,0.006296082347106304,0.05595234528449202,19.89964333333333,20.378123333333335,20.158046666666667,20.89214,21.441106666666666,0.32491115876326737,0.5920525542175763,0.4164550691517902,0.22107533964691645,0.4593256522579846,0.4784800000000047,0.2584033333333373,0.9924966666666712,1.5414633333333363,-0.22007666666666736,0.5140166666666666,1.0629833333333316,0.7340933333333339,1.283059999999999,0.548966666666665,0.3730588630537529,0.5270958169992244,0.023342452215833604,0.017923003931818553,,,+,+,0.6893676682256308,0.3141341871587289,0.1153038165960981,,,,0.09246184673845512,0.042959767483410384,,+,0.20242821822559282,
GFJPDDAG_01069 hypothetical protein,24.84072,25.33616,24.02284,23.63101,20.21824,23.47754,23.63843,23.13937,23.81792,23.30354,22.62899,20.95201,22.0139,21.2149,20.33711,0.0522333981082867,0.020200167998375283,0.023753387422807998,0.01664666275923245,0.04696964221542461,24.73324,22.442263333333333,23.531906666666668,22.29484666666667,21.188636666666667,0.5415202787215518,1.5738695627091277,0.28707483464924116,0.9886563813692918,0.6847985095551021,-2.2909766666666656,-1.2013333333333307,-2.4383933333333303,-3.544603333333331,1.0896433333333349,-0.14741666666666475,-1.2536266666666656,-1.2370599999999996,-2.3432700000000004,-1.1062100000000008,0.12344136306888398,0.05023129080527528,0.037690038451532105,0.004558947343169992,,,+,+,0.3899850498111356,0.9160938642404932,0.36000005395564516,,,,0.16448016280021688,0.011135194697915114,,+,0.2632037698692538,
GFJPDDAG_01076 UvrABC system protein C,21.35633,22.38937,21.28704,21.07964,20.09205,20.62387,19.95122,20.29966,20.26016,21.18683,18.71544,20.05162,22.83095,21.31007,21.75481,0.0062820727832617615,0.005627725859455126,0.002310974535378319,0.003356469214579946,0.08046540246679024,21.677580000000003,20.598519999999997,20.170346666666664,19.98463,21.965276666666664,0.5041058282411206,0.40358020177737525,0.1557828286072919,1.0100521036395431,0.6384831801143159,-1.0790600000000055,-1.507233333333339,-1.6929500000000033,0.2876966666666618,-0.4281733333333335,-0.6138899999999978,1.3667566666666673,-0.1857166666666643,1.7949300000000008,1.9806466666666651,0.07739590764118057,0.015605617736409028,0.10124033920110731,0.6432395222829104,,+,,,0.23417454516682765,0.4694723574729875,0.06270690580475209,,,,0.8098638967976052,0.018110334554079704,,+,0.07902223564477338,
GFJPDDAG_01077 Diacylglycerol kinase,21.5695,22.08027,19.0978,21.98402,20.98876,19.76225,20.33282,21.30361,20.12632,21.65096,19.16382,19.35465,22.70246,18.65938,19.87458,0.003705112438956919,0.006992017131595287,0.0030859999306919153,0.0035278545391884816,0.027420063980851016,20.915856666666667,20.91167666666667,20.587583333333335,20.056476666666665,20.41214,1.3023617087515367,0.9086700403825848,0.5132778344674109,1.1301583509795827,1.6937831495993416,-0.004179999999998074,-0.32827333333333186,-0.8593800000000016,-0.5037166666666657,-0.3240933333333338,-0.8552000000000035,-0.49953666666666763,-0.5311066666666697,-0.17544333333333384,0.3556633333333359,0.9972081400959669,0.7568094736024273,0.5198017759468856,0.7555694063450187,,,,,0.6832124280616814,0.45118664615088,0.7318401148317815,,,,0.5777554856785132,0.8952859537297337,,,0.8170534382992667,
GFJPDDAG_01079 putative MscS family protein.1,21.01283,18.95995,19.53947,21.16033,20.88589,20.00277,21.44879,21.10548,20.26908,20.59681,20.66356,20.24337,21.95612,22.25778,20.60829,0.0017545211326235382,0.005967094892349144,0.003942938922695539,0.004801752610234989,0.06278798892597658,19.837416666666666,20.682996666666668,20.94111666666667,20.501246666666667,21.607396666666663,0.8641597983912215,0.4938694611152029,0.4954394682389454,0.18437131380872648,0.7171286669458663,0.8455800000000018,1.1037000000000035,0.6638300000000008,1.7699799999999968,0.2581200000000017,-0.18175000000000097,0.924399999999995,-0.43987000000000265,0.6662799999999933,1.106149999999996,0.2958500448868116,0.1921890082130923,0.3479162166630093,0.08970645938033463,,,,,0.629358647909386,0.6513644853316388,0.20766284253026515,,,,0.3045391268144385,0.34050249237499697,,,0.10218155456407083,
GFJPDDAG_01084 Protoporphyrinogen oxidase,19.44496,19.09257,19.87202,20.73566,19.63383,20.36371,19.40791,21.20484,19.07668,20.99904,19.07063,20.78057,22.57763,21.40108,21.62131,0.0013599095118273022,0.004402832784254251,0.001911402171668871,0.004128814903835072,0.07514959196120373,19.469849999999997,20.2444,19.89647666666667,20.283413333333332,21.866673333333335,0.31869547606871806,0.45766326361929754,0.9349828116899027,0.8621928807536176,0.5106987694217485,0.7745500000000014,0.42662666666667093,0.8135633333333345,2.3968233333333373,-0.3479233333333305,0.03901333333333312,1.622273333333336,0.3869366666666636,1.9701966666666664,1.5832600000000028,0.12098152290771116,0.5743416967150008,0.2788883567596373,0.004893971966522339,,,,+,0.6610874770661432,0.9576364651774798,0.02868760067958268,,,+,0.6891793145653046,0.05908864801741789,,,0.08917506004411034,
GFJPDDAG_01085 hypothetical protein,23.91059,19.39781,24.27213,21.46971,24.99166,21.32021,23.48579,24.51725,24.21801,21.03398,25.34706,24.6782,22.42704,21.91458,19.5439,0.01131766152197582,0.022438309042572255,0.034579330446977925,0.043674756163017844,0.05056942136844345,22.526843333333332,22.593860000000003,24.07368333333333,23.686413333333334,21.295173333333334,2.217478296584258,1.6965987921917978,0.4332821043564517,1.8953267731859735,1.2558854854731871,0.06701666666667094,1.5468399999999995,1.1595700000000022,-1.2316699999999976,1.4798233333333286,1.0925533333333313,-1.2986866666666685,-0.38726999999999734,-2.778509999999997,-2.39124,0.9745476154243198,0.3877716165994981,0.6040151719431307,0.5318302173815007,,,,,0.2980388558730344,0.5763724853647196,0.433353330766452,,,,0.7921483334497337,0.04164867230866975,,+,0.21113237665446374,
GFJPDDAG_01094 Sporulation-specific N-acetylmuramoyl-L-alanine amidase,19.52158,19.94086,20.19083,19.96148,19.53888,20.00343,20.81297,21.4485,19.47332,25.32708,20.68813,19.77042,22.04266,20.68721,20.04333,0.0018126294017162812,0.003314126611400149,0.003066128220684433,0.01291394375347673,0.03910876388705259,19.884423333333334,19.834596666666666,20.578263333333336,21.928543333333334,20.924400000000002,0.2761191936263912,0.20980341724788334,0.8232656204139429,2.4321576863673027,0.8332764384444499,-0.04982666666666802,0.6938400000000016,2.0441199999999995,1.0399766666666679,0.7436666666666696,2.0939466666666675,1.089803333333336,1.350279999999998,0.3461366666666663,-1.0041433333333316,0.8488990238410807,0.3216380466524953,0.30302843624971976,0.16915942404637185,,,,,0.2834422253300771,0.2918460455727993,0.14733079845888133,,,,0.49837401336180615,0.6974824158569652,,,0.6101155510976501,
GFJPDDAG_01095 hypothetical protein,22.526,18.44918,23.18518,21.02383,20.91866,20.57212,19.65547,20.23557,19.71914,20.86402,20.36882,20.89771,22.49444,20.77037,20.72533,0.005135295602445265,0.006644844259701607,0.0018767216585210647,0.005550038362069435,0.05180669694249175,21.386786666666666,20.838203333333336,19.87006,20.710183333333333,21.330046666666664,2.094561093902226,0.19298607451201039,0.2597583971052069,0.2417718594506448,0.8235557161614648,-0.5485833333333296,-1.516726666666667,-0.6766033333333326,-0.056740000000001345,-0.9681433333333374,-0.1280200000000029,0.4918433333333283,0.8401233333333344,1.4599866666666657,0.6198633333333312,0.7309454901456001,0.3669667107330817,0.6734918545056128,0.9732673237703147,,,,,0.013359268365582593,0.5898032960282817,0.45708765691981124,+,,,0.02861967157857378,0.07508758453817303,+,,0.3648406321271334,
GFJPDDAG_01099 Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA,20.84972,19.74552,17.91433,21.92531,21.19067,20.6006,19.93966,19.75879,20.06569,21.18801,20.91356,21.25267,21.61805,19.59832,20.06219,0.0013917023208975502,0.008771916341762507,0.0019446825867941854,0.007363513998724533,0.027688340801480003,19.50319,21.23886,19.92138,21.118079999999996,20.426186666666666,1.210556754748272,0.5418830458687556,0.12595639801137484,0.14700691979177852,0.8637891325369219,1.735669999999999,0.4181899999999992,1.6148899999999955,0.9229966666666662,-1.3174799999999998,-0.12078000000000344,-0.8126733333333327,1.1966999999999963,0.5048066666666671,-0.6918933333333293,0.13787574491117163,0.6524418660820057,0.13439352245912162,0.42964594892132124,,,,,0.02859295422837272,0.7761320365700183,0.3227353753542214,+,,,0.000943394315239153,0.45937042923319527,+,,0.3266619754483102,
GFJPDDAG_01102 Multidrug resistance protein MdtC,21.968,22.12547,21.91608,24.20352,24.04419,20.39427,23.94566,20.49027,23.41712,19.89734,23.57831,23.43644,23.35706,19.02528,21.61901,0.007872620808680855,0.027373197318536394,0.01260424702622288,0.016752963417393543,0.05194105331456587,22.00318333333333,22.880659999999995,22.617683333333332,22.30403,21.333783333333333,0.08902974496699873,1.759346078575788,1.5197048509569957,1.7027721204553474,1.7799054620275647,0.8774766666666665,0.6145000000000032,0.30084666666667204,-0.669399999999996,-0.2629766666666633,-0.5766299999999944,-1.5468766666666625,-0.3136533333333311,-1.2838999999999992,-0.970246666666668,0.5200100692546393,0.5986324002903187,0.8152460720526277,0.6234051572013886,,,,,0.8806568402619239,0.7558119418124585,0.4313988558392484,,,,0.8553713466515738,0.48117892501490095,,,0.6071914093957715,
GFJPDDAG_01104 hypothetical protein,21.74407,21.96769,19.44235,21.04588,20.04729,20.86844,19.81878,20.01929,19.26433,21.63087,19.59133,21.69729,22.2982,21.5323,21.22868,0.004070005257051229,0.005847832760960745,0.0016689661522468842,0.006659794880555993,0.06632189691096421,21.051370000000002,20.65387,19.7008,20.973163333333332,21.68639333333333,1.141405711217532,0.4349909659598307,0.3193019581315885,0.9774798974687696,0.4500198692897414,-0.39750000000000085,-1.3505700000000012,-0.07820666666667009,0.6350233333333293,-0.9530700000000003,0.31929333333333076,1.0325233333333301,1.272363333333331,1.9855933333333304,0.7132299999999994,0.6692651506662437,0.18236206123096815,0.9448631380023065,0.5047668408053021,,,,,0.06692036842983957,0.694686082393029,0.07998698626613775,,,,0.15504233666605224,0.007036396621729926,,+,0.4016557852929759,
GFJPDDAG_01105 hypothetical protein,20.01952,19.46119,20.66612,20.15955,21.06505,21.68774,21.14239,20.37094,20.75523,21.33039,19.9943,20.57147,22.65108,20.33467,21.31307,0.002031582555638674,0.007284409631027387,0.003468570871793325,0.005257466467809645,0.05563651049972473,20.048943333333334,20.97078,20.756186666666665,20.632053333333335,21.43294,0.49235040071974073,0.6274319584358671,0.31494387016666164,0.5471361056954261,0.9494614033580657,0.9218366666666675,0.7072433333333308,0.5831100000000013,1.3839966666666648,-0.21459333333333674,-0.3387266666666662,0.46215999999999724,-0.12413333333332943,0.676753333333334,0.8008866666666634,0.1774707577851375,0.16219385997908534,0.3252797381287467,0.14122230962206236,,,,,0.6878193118310278,0.5958249836448155,0.5965096636904619,,,,0.7947360419105135,0.39287082197341383,,,0.3597248526104138,
GFJPDDAG_01106 hypothetical protein,21.38274,20.57395,22.41057,20.75991,20.36023,21.0449,21.10502,20.96358,19.01559,22.26166,22.72257,22.91687,22.17121,20.67256,20.76014,0.005386745819213896,0.006129256382669073,0.002638195290208203,0.021053882692701663,0.04738384496086886,21.45575333333333,20.721680000000003,20.361396666666668,22.6337,21.201303333333332,0.7515723368305202,0.2808195172466936,0.9533792552226471,0.27477074528898965,0.6867589439453174,-0.7340733333333276,-1.0943566666666626,1.1779466666666707,-0.2544499999999985,-0.36028333333333507,1.9120199999999983,0.47962333333332907,2.2723033333333333,0.8399066666666641,-1.4323966666666692,0.2653491769047399,0.2713835946406918,0.10581324238997931,0.7415899991603352,,,,,0.635203036168777,0.0023356301482327256,0.41233719197968244,,+,,0.03170895692606608,0.3692382522747568,+,,0.05197979510004641,
GFJPDDAG_01107 putative ABC transporter ATP-binding protein YxlF,19.34779,20.97722,18.17556,22.01182,20.42464,20.67955,21.9619,20.58081,19.75478,21.67667,20.69271,19.37476,22.3994,18.90134,20.94319,0.0013888113641073725,0.007635391080827435,0.0034918333236556493,0.005076008236426682,0.034607113247592275,19.50019,21.03867,20.765829999999998,20.58138,20.74797666666667,1.1488382563558133,0.6959456247437729,0.9105013175535038,0.9430423068275723,1.4347327567723385,1.5384799999999998,1.2656399999999977,1.0811899999999994,1.24778666666667,-0.2728400000000022,-0.4572900000000004,-0.2906933333333299,-0.18444999999999823,-0.017853333333327726,0.1665966666666705,0.1805840732820122,0.2891267177268483,0.36174075950772333,0.391383830044699,,,,,0.7532727654065553,0.6104748923818846,0.8092764557523218,,,,0.8519734226102705,0.9888566234866092,,,0.8974830149476951,
