#Batch CD-search tool	NIH/NLM/NCBI									
#cdsid	QM3-qcdsearch-1D4DCAEC1C1DDBC2-146D72111A946631									
#datatype	hitsFull Results									
#status	0									
#Start time	2019-06-07T14:37:35	Run time	0:00:06:46							
#status	success									
										
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172732	35	256	4.15E-31	117.238	PRK14244	PRK14244	 - 	cl31675
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172732	35	256	4.15E-31	117.238	cl31675	PRK14244 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	182528	1	260	5.45E-31	122.525	PRK10535	PRK10535	C	cl32530
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	182528	1	260	5.45E-31	122.525	cl32530	PRK10535 superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184597	30	257	9.56E-31	116.204	PRK14270	PRK14270	 - 	cl32984
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184597	30	257	9.56E-31	116.204	cl32984	PRK14270 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	163452	6	245	1.03E-30	115.189	TIGR03740	galliderm_ABC	 - 	cl31466
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	163452	6	245	1.03E-30	115.189	cl31466	galliderm_ABC superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213211	31	236	1.51E-30	114.898	cd03244	ABCC_MRP_domain2	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	182778	6	247	2.44E-30	117.492	PRK10851	PRK10851	C	cl32592
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	182778	6	247	2.44E-30	117.492	cl32592	PRK10851 superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	226628	47	251	2.81E-30	117.056	COG4148	ModC	C	cl34723
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	226628	47	251	2.81E-30	117.056	cl34723	ModC superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184207	31	246	4.25E-30	114.848	PRK13648	cbiO	 - 	cl32918
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184207	31	246	4.25E-30	114.848	cl32918	cbiO superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	183080	1	233	4.96E-30	114.317	PRK11300	livG	 - 	cl32672
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	183080	1	233	4.96E-30	114.317	cl32672	livG superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172748	4	258	5.97E-30	114.349	PRK14260	PRK14260	 - 	cl31686
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172748	4	258	5.97E-30	114.349	cl31686	PRK14260 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	274550	25	235	7.54E-30	119.2	TIGR03375	type_I_sec_LssB	N	cl37257
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	274550	25	235	7.54E-30	119.2	cl37257	type_I_sec_LssB superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	226360	31	236	9.54E-30	112.83	COG3840	ThiQ	 - 	cl34677
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	226360	31	236	9.54E-30	112.83	cl34677	ThiQ superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	237646	28	247	1.06E-29	113.661	PRK14237	PRK14237	 - 	cl36344
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	237646	28	247	1.06E-29	113.661	cl36344	PRK14237 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	237456	30	247	1.77E-29	113.771	PRK13641	cbiO	 - 	cl36284
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	237456	30	247	1.77E-29	113.771	cl36284	cbiO superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	226929	32	259	2.00E-29	112.834	COG4559	COG4559	 - 	cl34775
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	226929	32	259	2.00E-29	112.834	cl34775	COG4559 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	237452	3	246	2.99E-29	112.777	PRK13632	cbiO	 - 	cl36280
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	237452	3	246	2.99E-29	112.777	cl36280	cbiO superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	274789	33	247	3.95E-29	117.365	TIGR03797	NHLM_micro_ABC2	N	cl37330
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	274789	33	247	3.95E-29	117.365	cl37330	NHLM_micro_ABC2 superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172743	30	257	4.14E-29	111.99	PRK14255	PRK14255	 - 	cl31682
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172743	30	257	4.14E-29	111.99	cl31682	PRK14255 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	227320	2	243	5.42E-29	116.275	COG4987	CydC	N	cl34856
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	227320	2	243	5.42E-29	116.275	cl34856	CydC superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213212	25	235	5.59E-29	110.372	cd03245	ABCC_bacteriocin_exporters	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172741	30	257	6.70E-29	111.087	PRK14253	PRK14253	 - 	cl31681
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172741	30	257	6.70E-29	111.087	cl31681	PRK14253 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172762	31	257	6.98E-29	111.54	PRK14274	PRK14274	 - 	cl31695
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172762	31	257	6.98E-29	111.54	cl31695	PRK14274 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	237645	30	254	7.39E-29	111.364	PRK14235	PRK14235	 - 	cl36343
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	237645	30	254	7.39E-29	111.364	cl36343	PRK14235 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184210	6	250	9.14E-29	112.102	PRK13651	PRK13651	 - 	cl32921
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184210	6	250	9.14E-29	112.102	cl32921	PRK13651 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213185	6	248	1.23E-28	109.94	cd03218	ABC_YhbG	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	275199	6	247	1.38E-28	110.056	TIGR04406	LPS_export_lptB	 - 	cl37440
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	275199	6	247	1.38E-28	110.056	cl37440	LPS_export_lptB superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184204	30	264	1.43E-28	111.253	PRK13645	cbiO	 - 	cl32916
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184204	30	264	1.43E-28	111.253	cl32916	cbiO superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	237454	30	247	1.56E-28	111.265	PRK13634	cbiO	 - 	cl36282
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	237454	30	247	1.56E-28	111.265	cl36282	cbiO superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	130344	36	238	1.65E-28	109.18	TIGR01277	thiQ	 - 	cl31087
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	130344	36	238	1.65E-28	109.18	cl31087	thiQ superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	226970	22	237	2.26E-28	109.179	COG4619	FetA	 - 	cl34790
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	226970	22	237	2.26E-28	109.179	cl34790	FetA superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184594	3	247	2.61E-28	111.079	PRK14264	PRK14264	 - 	cl32982
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184594	3	247	2.61E-28	111.079	cl32982	PRK14264 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184196	1	235	2.76E-28	110.323	PRK13636	cbiO	C	cl32910
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184196	1	235	2.76E-28	110.323	cl32910	cbiO superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213265	36	235	3.32E-28	108.349	cd03298	ABC_ThiQ_thiamine_transporter	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	224060	4	248	3.65E-28	108.829	COG1137	LptB	 - 	cl34133
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	224060	4	248	3.65E-28	108.829	cl34133	LptB superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	182692	30	253	3.90E-28	109.33	PRK10744	pstB	 - 	cl32566
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	182692	30	253	3.90E-28	109.33	cl32566	pstB superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172200	27	247	4.40E-28	109.893	PRK13652	cbiO	 - 	cl31639
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172200	27	247	4.40E-28	109.893	cl31639	cbiO superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213182	3	234	5.80E-28	106.747	cd03215	ABC_Carb_Monos_II	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172735	28	253	8.56E-28	108.462	PRK14247	PRK14247	 - 	cl31678
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172735	28	253	8.56E-28	108.462	cl31678	PRK14247 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	237647	30	247	8.91E-28	108.512	PRK14248	PRK14248	 - 	cl36345
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	237647	30	247	8.91E-28	108.512	cl36345	PRK14248 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172744	6	247	9.46E-28	108.175	PRK14256	PRK14256	 - 	cl31683
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172744	6	247	9.46E-28	108.175	cl31683	PRK14256 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213213	32	234	9.80E-28	105.761	cd03246	ABCC_Protease_Secretion	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	183055	4	226	1.21E-27	107.841	PRK11247	ssuB	C	cl32665
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	183055	4	226	1.21E-27	107.841	cl32665	ssuB superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184214	31	236	1.44E-27	112.362	PRK13657	PRK13657	N	cl32922
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184214	31	236	1.44E-27	112.362	cl32922	PRK13657 superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172730	30	247	1.81E-27	107.558	PRK14242	PRK14242	 - 	cl31674
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172730	30	247	1.81E-27	107.558	cl31674	PRK14242 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184588	2	257	2.48E-27	107.56	PRK14243	PRK14243	 - 	cl32979
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184588	2	257	2.48E-27	107.56	cl32979	PRK14243 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	226620	35	216	2.63E-27	106.07	COG4136	YnjD	 - 	cl34721
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	226620	35	216	2.63E-27	106.07	cl34721	YnjD superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	237649	28	249	2.89E-27	107.578	PRK14254	PRK14254	 - 	cl36347
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	237649	28	249	2.89E-27	107.578	cl36347	PRK14254 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	237451	5	235	3.63E-27	108.014	PRK13631	cbiO	C	cl36279
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	237451	5	235	3.63E-27	108.014	cl36279	cbiO superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172757	30	258	4.17E-27	106.265	PRK14269	PRK14269	 - 	cl31691
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172757	30	258	4.17E-27	106.265	cl31691	PRK14269 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184134	1	235	5.00E-27	110.404	PRK13549	PRK13549	C	cl32894
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184134	1	235	5.00E-27	110.404	cl32894	PRK13549 superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	274567	31	243	5.46E-27	105.685	TIGR03410	urea_trans_UrtE	 - 	cl37264
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	274567	31	243	5.46E-27	105.685	cl37264	urea_trans_UrtE superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	273363	24	247	5.48E-27	110.967	TIGR00958	3a01208	N	cl36782
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	273363	24	247	5.48E-27	110.967	cl36782	3a01208 superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	182569	2	215	5.54E-27	105.631	PRK10584	PRK10584	 - 	cl32541
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	182569	2	215	5.54E-27	105.631	cl32541	PRK10584 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	274822	28	235	6.19E-27	105.452	TIGR03864	PQQ_ABC_ATP	 - 	cl37338
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	274822	28	235	6.19E-27	105.452	cl37338	PQQ_ABC_ATP superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172740	28	253	7.00E-27	106.249	PRK14252	PRK14252	 - 	cl31680
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172740	28	253	7.00E-27	106.249	cl31680	PRK14252 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	226631	4	235	7.17E-27	107.062	COG4152	YhaQ	C	cl34724
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	226631	4	235	7.17E-27	107.062	cl34724	YhaQ superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	226952	8	245	7.35E-27	107.47	COG4586	COG4586	C	cl34782
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	226952	8	245	7.35E-27	107.47	cl34782	COG4586 superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172760	30	258	8.29E-27	105.865	PRK14272	PRK14272	 - 	cl31693
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172760	30	258	8.29E-27	105.865	cl31693	PRK14272 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	273831	32	243	1.01E-26	110.217	TIGR01846	type_I_sec_HlyB	N	cl36991
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	273831	32	243	1.01E-26	110.217	cl36991	type_I_sec_HlyB superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	163585	23	259	1.07E-26	105.667	TIGR03873	F420-0_ABC_ATP	 - 	cl31476
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	163585	23	259	1.07E-26	105.667	cl31476	F420-0_ABC_ATP superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	227118	5	226	1.30E-26	104.815	COG4778	PhnL	 - 	cl34819
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	227118	5	226	1.30E-26	104.815	cl34819	PhnL superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	274568	4	233	1.85E-26	104.561	TIGR03411	urea_trans_UrtD	 - 	cl37265
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	274568	4	233	1.85E-26	104.561	cl37265	urea_trans_UrtD superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	274331	2	216	2.02E-26	108.602	TIGR02868	CydC	N	cl37182
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	274331	2	216	2.02E-26	108.602	cl37182	CydC superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	131258	25	236	2.46E-26	108.651	TIGR02203	MsbA_lipidA	N	cl31179
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	131258	25	236	2.46E-26	108.651	cl31179	MsbA_lipidA superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213269	6	236	3.28E-26	102.876	cd03369	ABCC_NFT1	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184584	31	257	3.87E-26	104.166	PRK14238	PRK14238	 - 	cl32975
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184584	31	257	3.87E-26	104.166	cl32975	PRK14238 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213234	8	235	5.98E-26	102.796	cd03267	ABC_NatA_like	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184593	4	253	6.69E-26	103.578	PRK14258	PRK14258	 - 	cl32981
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184593	4	253	6.69E-26	103.578	cl32981	PRK14258 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	172761	3	258	8.82E-26	103.195	PRK14273	PRK14273	 - 	cl31694
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	172761	3	258	8.82E-26	103.195	cl31694	PRK14273 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	227019	1	232	3.63E-25	101.258	COG4674	COG4674	 - 	cl34805
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	227019	1	232	3.63E-25	101.258	cl34805	COG4674 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213214	25	236	3.68E-25	99.3098	cd03247	ABCC_cytochrome_bd	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	237457	30	261	3.96E-25	101.736	PRK13647	cbiO	 - 	cl36285
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	237457	30	261	3.96E-25	101.736	cl36285	cbiO superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	213187	6	236	4.07E-25	100.3	cd03220	ABC_KpsT_Wzt	 - 	cl25403
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184208	30	235	6.43E-25	101.36	PRK13649	cbiO	C	cl32919
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184208	30	235	6.43E-25	101.36	cl32919	cbiO superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	184587	28	247	7.73E-25	100.565	PRK14241	PRK14241	 - 	cl32978
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	184587	28	247	7.73E-25	100.565	cl32978	PRK14241 superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	223473	3	241	1.62E-24	99.5752	COG0396	SufC	 - 	cl33861
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	223473	3	241	1.62E-24	99.5752	cl33861	SufC superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	224044	30	214	1.63E-24	99.6937	COG1119	ModF	 - 	cl34118
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	224044	30	214	1.63E-24	99.6937	cl34118	ModF superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	224053	3	241	1.89E-24	102.975	COG1129	MglA	N	cl34127
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	130260	27	264	2.37E-24	103.045	TIGR01192	chvA	N	cl31073
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	130260	27	264	2.37E-24	103.045	cl31073	chvA superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	227590	34	243	2.69E-24	102.435	COG5265	ATM1	N	cl34964
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	227590	34	243	2.69E-24	102.435	cl34964	ATM1 superfamily	N	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	132561	30	243	2.85E-24	99.8479	TIGR03522	GldA_ABC_ATP	C	cl31355
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	132561	30	243	2.85E-24	99.8479	cl31355	GldA_ABC_ATP superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	182893	35	251	3.61E-24	100.874	PRK11000	PRK11000	C	cl32622
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	182893	35	251	3.61E-24	100.874	cl32622	PRK11000 superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	182993	47	254	3.65E-24	100.334	PRK11144	modC	C	cl32647
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	182993	47	254	3.65E-24	100.334	cl32647	modC superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	106587	5	247	3.73E-24	98.906	PRK13644	cbiO	 - 	cl30933
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	106587	5	247	3.73E-24	98.906	cl30933	cbiO superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	236554	28	216	4.16E-24	101.071	PRK09536	btuD	C	cl35854
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	236554	28	216	4.16E-24	101.071	cl35854	btuD superfamily	C	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	182716	36	257	6.52E-24	97.3452	PRK10771	thiQ	 - 	cl32569
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	superfamily	182716	36	257	6.52E-24	97.3452	cl32569	thiQ superfamily	 - 	 - 
Q#16 - >GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF	non-specific	132313	6	276	9.53E-24	101.032	TIGR03269	met_CoM_red_A2	C	cl31323
