#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1D4DCAEC1C1DDBC2-317EA3B81877B768
#datatype	hitsStandard Results
#status	0
#Start time	2019-06-07T14:37:35	Run time	0:00:06:46
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#94 - >GFJPDDAG_04104 putative PIN and TRAM-domain containing protein YacL	superfamily	355781	165	291	1.02787e-74	226.912	cl28905	PIN_SF superfamily	 - 	 - 
Q#94 - >GFJPDDAG_04104 putative PIN and TRAM-domain containing protein YacL	non-specific	184311	166	280	3.78901e-10	61.0081	PRK13764	PRK13764	C	cl32929
Q#94 - >GFJPDDAG_04104 putative PIN and TRAM-domain containing protein YacL	superfamily	184311	166	280	3.78901e-10	61.0081	cl32929	PRK13764 superfamily	C	 - 
Q#94 - >GFJPDDAG_04104 putative PIN and TRAM-domain containing protein YacL	specific	214771	165	270	1.98907e-08	51.6557	smart00670	PINc	 - 	cl28905
Q#94 - >GFJPDDAG_04104 putative PIN and TRAM-domain containing protein YacL	specific	334710	166	272	9.79615e-07	47.0155	pfam01850	PIN	 - 	cl28905
Q#95 - >GFJPDDAG_04105 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	specific	234670	1	224	2.03133e-106	305.904	PRK00155	ispD	 - 	cl11394
Q#95 - >GFJPDDAG_04105 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	superfamily	353239	1	224	2.03133e-106	305.904	cl11394	Glyco_tranf_GTA_type superfamily	 - 	 - 
Q#95 - >GFJPDDAG_04105 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	specific	133009	5	217	3.80607e-96	279.794	cd02516	CDP-ME_synthetase	 - 	cl11394
Q#95 - >GFJPDDAG_04105 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	specific	224132	1	223	1.13001e-89	263.693	COG1211	IspD	 - 	cl11394
Q#95 - >GFJPDDAG_04105 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	specific	213532	5	221	3.15647e-88	259.527	TIGR00453	ispD	 - 	cl11394
Q#95 - >GFJPDDAG_04105 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	non-specific	334395	5	223	3.66365e-82	244.278	pfam01128	IspD	 - 	cl11394
Q#96 - >GFJPDDAG_04106 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	specific	334963	2	155	7.58582e-105	295.771	pfam02542	YgbB	 - 	cl10030
Q#96 - >GFJPDDAG_04106 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	superfamily	353048	2	155	7.58582e-105	295.771	cl10030	MECDP_synthase superfamily	 - 	 - 
Q#96 - >GFJPDDAG_04106 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	specific	178851	1	158	7.17589e-101	286.238	PRK00084	ispF	 - 	cl10030
Q#96 - >GFJPDDAG_04106 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	specific	100025	3	155	8.22302e-94	268.159	cd00554	MECDP_synthase	 - 	cl10030
Q#96 - >GFJPDDAG_04106 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	specific	223323	2	158	1.79548e-91	262.516	COG0245	IspF	 - 	cl10030
Q#96 - >GFJPDDAG_04106 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	specific	129255	3	157	4.29808e-91	261.455	TIGR00151	ispF	 - 	cl10030
Q#97 - >GFJPDDAG_04107 Glutamate--tRNA ligase	specific	234953	1	484	0	746.532	PRK01406	gltX	 - 	cl35156
Q#97 - >GFJPDDAG_04107 Glutamate--tRNA ligase	superfamily	234953	1	484	0	746.532	cl35156	gltX superfamily	 - 	 - 
Q#97 - >GFJPDDAG_04107 Glutamate--tRNA ligase	specific	273092	4	481	0	639.014	TIGR00464	gltX_bact	 - 	cl36666
Q#97 - >GFJPDDAG_04107 Glutamate--tRNA ligase	superfamily	273092	4	481	0	639.014	cl36666	gltX_bact superfamily	 - 	 - 
Q#97 - >GFJPDDAG_04107 Glutamate--tRNA ligase	specific	223087	1	480	0	554.623	COG0008	GlnS	 - 	cl00015
Q#97 - >GFJPDDAG_04107 Glutamate--tRNA ligase	superfamily	350862	1	480	0	554.623	cl00015	nt_trans superfamily	 - 	 - 
Q#97 - >GFJPDDAG_04107 Glutamate--tRNA ligase	non-specific	279135	4	323	2.81074e-146	420.572	pfam00749	tRNA-synt_1c	 - 	cl00015
Q#97 - >GFJPDDAG_04107 Glutamate--tRNA ligase	specific	173905	4	331	9.614e-139	398.498	cd00808	GluRS_core	 - 	cl00015
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	specific	223975	1	193	3.46672e-101	290.753	COG1045	CysE	 - 	cl34080
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	superfamily	223975	1	193	3.46672e-101	290.753	cl34080	CysE superfamily	 - 	 - 
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	specific	200082	6	166	7.75676e-100	286.112	TIGR01172	cysE	 - 	cl33255
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	superfamily	200082	6	166	7.75676e-100	286.112	cl33255	cysE superfamily	 - 	 - 
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	specific	100045	64	164	1.69263e-56	174.165	cd03354	LbH_SAT	 - 	cl00160
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	superfamily	350925	64	164	1.69263e-56	174.165	cl00160	LbetaH superfamily	 - 	 - 
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	non-specific	182987	1	168	2.89976e-55	176.811	PRK11132	cysE	N	cl32645
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	superfamily	182987	1	168	2.89976e-55	176.811	cl32645	cysE superfamily	N	 - 
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	non-specific	198039	8	35	0.00110906	37.1336	smart00971	SATase_N	N	cl05762
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	superfamily	352403	8	35	0.00110906	37.1336	cl05762	SATase_N superfamily	N	 - 
Q#98 - >GFJPDDAG_04108 Serine acetyltransferase	non-specific	336400	4	35	0.00115042	37.0552	pfam06426	SATase_N	N	cl05762
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	specific	234705	1	465	0	807.023	PRK00260	cysS	 - 	cl35082
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	superfamily	234705	1	465	0	807.023	cl35082	cysS superfamily	 - 	 - 
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	specific	223293	2	465	0	703.988	COG0215	CysS	 - 	cl33807
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	superfamily	223293	2	465	0	703.988	cl33807	CysS superfamily	 - 	 - 
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	specific	273076	3	464	0	651.755	TIGR00435	cysS	 - 	cl36653
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	superfamily	273076	3	464	0	651.755	cl36653	cysS superfamily	 - 	 - 
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	specific	279714	15	314	0	518.462	pfam01406	tRNA-synt_1e	 - 	cl30065
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	superfamily	279714	15	314	0	518.462	cl30065	tRNA-synt_1e superfamily	 - 	 - 
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	specific	173899	4	305	5.6155e-125	361.897	cd00672	CysRS_core	 - 	cl00015
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	superfamily	350862	4	305	5.6155e-125	361.897	cl00015	nt_trans superfamily	 - 	 - 
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	specific	214848	353	409	1.01336e-14	67.9778	smart00840	DALR_2	 - 	cl12020
Q#99 - >GFJPDDAG_04109 Cysteine--tRNA ligase	superfamily	353341	353	409	1.01336e-14	67.9778	cl12020	Anticodon_Ia_like superfamily	 - 	 - 
Q#100 - >GFJPDDAG_04110 Mini-ribonuclease 3	specific	224850	9	131	7.65989e-59	178.278	COG1939	MrnC	 - 	cl00258
Q#100 - >GFJPDDAG_04110 Mini-ribonuclease 3	superfamily	350987	9	131	7.65989e-59	178.278	cl00258	RIBOc superfamily	 - 	 - 
Q#100 - >GFJPDDAG_04110 Mini-ribonuclease 3	specific	334184	17	115	2.73588e-26	94.649	pfam00636	Ribonuclease_3	 - 	cl00258
Q#100 - >GFJPDDAG_04110 Mini-ribonuclease 3	specific	238333	19	131	3.40143e-09	51.4595	cd00593	RIBOc	 - 	cl00258
Q#100 - >GFJPDDAG_04110 Mini-ribonuclease 3	non-specific	197778	18	135	1.43725e-08	49.5244	smart00535	RIBOc	 - 	cl00258
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	specific	129290	4	242	6.70233e-99	288.088	TIGR00186	rRNA_methyl_3	 - 	cl30979
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	superfamily	129290	4	242	6.70233e-99	288.088	cl30979	rRNA_methyl_3 superfamily	 - 	 - 
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	specific	223640	3	245	2.12953e-92	272.238	COG0566	SpoU	 - 	cl33952
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	superfamily	223640	3	245	2.12953e-92	272.238	cl33952	SpoU superfamily	 - 	 - 
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	specific	349976	96	238	1.9534e-84	247.683	cd18103	SpoU-like_RlmB	 - 	cl38912
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	superfamily	365788	96	238	1.9534e-84	247.683	cl38912	SPOUT_MTase superfamily	 - 	 - 
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	non-specific	183021	25	242	6.91092e-72	219.453	PRK11181	PRK11181	 - 	cl32657
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	superfamily	183021	25	242	6.91092e-72	219.453	cl32657	PRK11181 superfamily	 - 	 - 
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	specific	334162	95	236	5.01106e-55	173.091	pfam00588	SpoU_methylase	 - 	cl21505
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	superfamily	354844	95	236	5.01106e-55	173.091	cl21505	SpoU_methylase superfamily	 - 	 - 
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	specific	214943	6	75	4.39275e-16	70.2576	smart00967	SpoU_sub_bind	 - 	cl06870
Q#101 - >GFJPDDAG_04111 Putative TrmH family tRNA/rRNA methyltransferase	superfamily	323649	6	75	4.39275e-16	70.2576	cl06870	SpoU_sub_bind superfamily	 - 	 - 
Q#102 - >GFJPDDAG_04112 hypothetical protein	non-specific	226213	1	168	3.4048e-79	232.268	COG3688	YacP	 - 	cl01491
Q#102 - >GFJPDDAG_04112 hypothetical protein	superfamily	321527	1	168	3.4048e-79	232.268	cl01491	NYN_YacP superfamily	 - 	 - 
Q#102 - >GFJPDDAG_04112 hypothetical protein	specific	310524	4	166	1.07205e-78	230.906	pfam05991	NYN_YacP	 - 	cl01491
Q#102 - >GFJPDDAG_04112 hypothetical protein	specific	350236	3	141	2.10512e-66	198.938	cd10912	PIN_YacP-like	 - 	cl28905
Q#102 - >GFJPDDAG_04112 hypothetical protein	superfamily	355781	3	141	2.10512e-66	198.938	cl28905	PIN_SF superfamily	 - 	 - 
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	specific	181361	14	216	6.69847e-129	361.533	PRK08295	PRK08295	 - 	cl32289
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	superfamily	181361	14	216	6.69847e-129	361.533	cl32289	PRK08295 superfamily	 - 	 - 
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	non-specific	131906	14	211	2.07509e-118	334.46	TIGR02859	spore_sigH	 - 	cl31258
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	superfamily	131906	14	211	2.07509e-118	334.46	cl31258	spore_sigH superfamily	 - 	 - 
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	specific	224511	14	216	2.41271e-25	97.0836	COG1595	RpoE	 - 	cl34313
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	superfamily	224511	14	216	2.41271e-25	97.0836	cl34313	RpoE superfamily	 - 	 - 
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	specific	335823	37	107	2.28892e-14	65.2821	pfam04542	Sigma70_r2	 - 	cl38162
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	superfamily	335823	37	107	2.28892e-14	65.2821	cl38162	Sigma70_r2 superfamily	 - 	 - 
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	non-specific	197715	161	206	1.48409e-06	43.6698	smart00421	HTH_LUXR	C	cl21459
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	superfamily	354815	161	206	1.48409e-06	43.6698	cl21459	HTH superfamily	C	 - 
Q#103 - >GFJPDDAG_04113 RNA polymerase sigma-H factor	non-specific	99777	164	206	6.83646e-05	39.0548	cd06170	LuxR_C_like	C	cl21459
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	specific	234783	1	48	1.68203e-16	64.5525	PRK00504	rpmG	 - 	cl00383
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	superfamily	351066	1	48	1.68203e-16	64.5525	cl00383	Ribosomal_L33 superfamily	 - 	 - 
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	specific	334096	4	48	1.14579e-13	57.0452	pfam00471	Ribosomal_L33	 - 	cl00383
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	specific	223345	1	48	8.69029e-13	54.9627	COG0267	RpmG	 - 	cl00383
Q#104 - >GFJPDDAG_04114 50S ribosomal protein L33 2	non-specific	273399	7	48	3.50104e-09	46.2892	TIGR01023	rpmG_bact	N	cl00383
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	specific	334160	2	54	3.50113e-14	58.9974	pfam00584	SecE	 - 	cl00481
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	superfamily	351112	2	54	3.50113e-14	58.9974	cl00481	SecE superfamily	 - 	 - 
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	specific	236066	1	55	1.55835e-13	58.0069	PRK07597	secE	 - 	cl00481
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	specific	273367	1	55	5.58722e-12	53.7591	TIGR00964	secE_bact	 - 	cl00481
Q#105 - >GFJPDDAG_04115 Protein translocase subunit SecE	specific	223762	1	54	1.16226e-11	53.5258	COG0690	SecE	N	cl00481
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	180161	1	177	2.0494e-87	253.574	PRK05609	nusG	 - 	cl32081
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	superfamily	180161	1	177	2.0494e-87	253.574	cl32081	nusG superfamily	 - 	 - 
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	273341	5	176	5.56987e-72	214.473	TIGR00922	nusG	 - 	cl36770
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	superfamily	273341	5	176	5.56987e-72	214.473	cl36770	nusG superfamily	 - 	 - 
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	223328	1	177	1.79618e-66	200.627	COG0250	NusG	 - 	cl33817
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	superfamily	223328	1	177	1.79618e-66	200.627	cl33817	NusG superfamily	 - 	 - 
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	193580	4	113	6.38913e-47	148.393	cd09891	NGN_Bact_1	 - 	cl02766
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	superfamily	351879	4	113	6.38913e-47	148.393	cl02766	NGN superfamily	 - 	 - 
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	197850	4	112	6.55695e-36	120.556	smart00738	NGN	 - 	cl02766
Q#106 - >GFJPDDAG_04116 Transcription termination/antitermination protein NusG	specific	334907	3	110	9.37623e-29	101.932	pfam02357	NusG	 - 	cl02766
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	234661	1	141	1.22967e-99	281.641	PRK00140	rplK	 - 	cl29338
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	superfamily	356214	1	141	1.22967e-99	281.641	cl29338	Ribosomal_L11 superfamily	 - 	 - 
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	223158	2	141	7.4985e-81	234.018	COG0080	RplK	 - 	cl29338
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	233500	3	141	1.05227e-77	226.075	TIGR01632	L11_bact	 - 	cl29340
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	superfamily	233500	3	141	1.05227e-77	226.075	cl29340	L11_bact superfamily	 - 	 - 
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	197819	9	140	8.64278e-76	220.86	smart00649	RL11	 - 	cl29338
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	100101	9	139	2.78927e-73	214.622	cd00349	Ribosomal_L11	 - 	cl29338
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	specific	333988	71	139	1.68918e-35	117.063	pfam00298	Ribosomal_L11	 - 	cl29610
Q#107 - >GFJPDDAG_04117 50S ribosomal protein L11	superfamily	333988	71	139	1.68918e-35	117.063	cl29610	Ribosomal_L11 superfamily	 - 	 - 
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	180071	2	230	2.81247e-136	381.788	PRK05424	rplA	 - 	cl00322
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	superfamily	351025	2	230	2.81247e-136	381.788	cl00322	Ribosomal_L1 superfamily	 - 	 - 
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	211630	3	229	4.90792e-120	340.419	TIGR01169	rplA_bact	 - 	cl00322
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	223159	1	227	8.93944e-105	301.839	COG0081	RplA	 - 	cl00322
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	334211	30	220	3.13941e-78	233.544	pfam00687	Ribosomal_L1	 - 	cl00322
Q#108 - >GFJPDDAG_04118 50S ribosomal protein L1	specific	238235	23	224	1.03089e-66	204.725	cd00403	Ribosomal_L1	 - 	cl00322
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	specific	234632	4	163	2.21837e-71	212.308	PRK00099	rplJ	 - 	cl00376
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	superfamily	351061	4	163	2.21837e-71	212.308	cl00376	Ribosomal_L10_P0 superfamily	 - 	 - 
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	specific	240223	4	160	6.61496e-66	198.112	cd05797	Ribosomal_L10	 - 	cl00376
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	specific	223322	1	161	2.22394e-56	174.349	COG0244	RplJ	 - 	cl00376
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	specific	334093	4	101	2.8611e-33	113.414	pfam00466	Ribosomal_L10	 - 	cl00376
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	non-specific	275276	40	129	0.0684026	32.4561	TIGR04483	D_pro_red_PrdB	N	cl19416
Q#109 - >GFJPDDAG_04119 50S ribosomal protein L10	superfamily	327551	40	129	0.0684026	32.4561	cl19416	GRDB superfamily	N	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	234671	1	119	2.02274e-40	130.308	PRK00157	rplL	 - 	cl29565
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	superfamily	234671	1	119	2.02274e-40	130.308	cl29565	rplL superfamily	 - 	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	223300	1	119	9.81117e-36	118.571	COG0222	RplL	 - 	cl29563
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	superfamily	223300	1	119	9.81117e-36	118.571	cl29563	RplL superfamily	 - 	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	273301	1	119	1.01072e-34	116.014	TIGR00855	L12	 - 	cl29564
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	superfamily	273301	1	119	1.01072e-34	116.014	cl29564	L12 superfamily	 - 	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	100102	1	118	5.53297e-34	114.175	cd00387	Ribosomal_L7_L12	 - 	cl29562
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	superfamily	356438	1	118	5.53297e-34	114.175	cl29562	Ribosomal_L7_L12 superfamily	 - 	 - 
Q#110 - >GFJPDDAG_04120 50S ribosomal protein L7/L12	specific	334136	53	119	3.5305e-28	97.5032	pfam00542	Ribosomal_L12	 - 	cl29562
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	specific	225370	1	199	3.41542e-81	243.334	COG2813	RsmC	N	cl34491
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	superfamily	225370	1	199	3.41542e-81	243.334	cl34491	RsmC superfamily	N	 - 
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	specific	282961	28	196	2.48441e-62	190.857	pfam05175	MTS	 - 	cl17173
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	superfamily	354317	28	196	2.48441e-62	190.857	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	non-specific	274634	49	199	3.55378e-20	84.8281	TIGR03534	RF_mod_PrmC	N	cl37287
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	superfamily	274634	49	199	3.55378e-20	84.8281	cl37287	RF_mod_PrmC superfamily	N	 - 
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	non-specific	181902	31	162	1.3444e-18	81.9079	PRK09489	rsmC	N	cl32379
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	superfamily	181902	31	162	1.3444e-18	81.9079	cl32379	rsmC superfamily	N	 - 
Q#111 - >GFJPDDAG_04121 Ribosomal RNA large subunit methyltransferase G	specific	100107	62	163	2.54254e-15	68.6106	cd02440	AdoMet_MTases	 - 	cl17173
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	234749	3	1150	0	2241.11	PRK00405	rpoB	 - 	cl35093
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	234749	3	1150	0	2241.11	cl35093	rpoB superfamily	 - 	 - 
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	273928	10	1143	0	1984.52	TIGR02013	rpoB	 - 	cl37028
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	273928	10	1143	0	1984.52	cl37028	rpoB superfamily	 - 	 - 
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	223163	3	1149	0	1675.42	COG0085	RpoB	 - 	cl33762
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	223163	3	1149	0	1675.42	cl33762	RpoB superfamily	 - 	 - 
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	238353	29	1143	0	985.524	cd00653	RNA_pol_B_RPB2	 - 	cl29917
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	356793	29	1143	0	985.524	cl29917	RNA_pol_B_RPB2 superfamily	 - 	 - 
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	specific	306936	674	1068	0	540.569	pfam00562	RNA_pol_Rpb2_6	 - 	cl29917
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	non-specific	234794	279	326	0.000217666	45.4432	PRK00566	PRK00566	NC	cl35110
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	234794	279	326	0.000217666	45.4432	cl35110	PRK00566 superfamily	NC	 - 
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	non-specific	274103	270	319	0.000772188	43.4991	TIGR02386	rpoC_TIGR	NC	cl37096
Q#112 - >GFJPDDAG_04122 DNA-directed RNA polymerase subunit beta	superfamily	274103	270	319	0.000772188	43.4991	cl37096	rpoC_TIGR superfamily	NC	 - 
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	234794	3	1195	0	2437.92	PRK00566	PRK00566	 - 	cl35110
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	234794	3	1195	0	2437.92	cl35110	PRK00566 superfamily	 - 	 - 
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	274103	9	1182	0	2070.03	TIGR02386	rpoC_TIGR	 - 	cl37096
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	274103	9	1182	0	2070.03	cl37096	rpoC_TIGR superfamily	 - 	 - 
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	259845	5	817	0	1352.57	cd01609	RNAP_beta'_N	 - 	cl19114
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	327504	5	817	0	1352.57	cl19114	RNAP_largest_subunit_N superfamily	 - 	 - 
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	223164	10	857	0	1043.36	COG0086	RpoC	 - 	cl33763
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	223164	10	857	0	1043.36	cl33763	RpoC superfamily	 - 	 - 
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	214767	224	500	1.3499e-163	487.026	smart00663	RPOLA_N	 - 	cl33395
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	214767	224	500	1.3499e-163	487.026	cl33395	RPOLA_N superfamily	 - 	 - 
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	specific	309919	11	331	6.46546e-105	333.488	pfam04997	RNA_pol_Rpb1_1	 - 	cl29786
Q#113 - >GFJPDDAG_04123 DNA-directed RNA polymerase subunit beta'	superfamily	309919	11	331	6.46546e-105	333.488	cl29786	RNA_pol_Rpb1_1 superfamily	 - 	 - 
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	non-specific	184174	1	82	1.91907e-33	109.87	PRK13602	PRK13602	 - 	cl00600
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	superfamily	351171	1	82	1.91907e-33	109.87	cl00600	Ribosomal_L7Ae superfamily	 - 	 - 
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	non-specific	224277	1	81	3.01537e-12	56.9416	COG1358	Rpl7Ae	 - 	cl00600
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	specific	334452	5	81	3.24359e-08	46.0514	pfam01248	Ribosomal_L7Ae	 - 	cl00600
Q#114 - >GFJPDDAG_04124 Ribosome-associated protein L7Ae-like protein	non-specific	188367	4	81	1.19205e-06	42.4371	TIGR03677	eL8_ribo	 - 	cl00600
