#Batch CD-search tool	NIH/NLM/NCBI									
#cdsid	QM3-qcdsearch-EF832E26470DADB-3CA465FD1FDB02E6									
#datatype	hitsStandard Results									
#status	0									
#Start time	2019-06-07T14:36:53	Run time	0:01:26:40							
#status	success									
										
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#100 - >GFJPDDAG_00100 Pyrroline-5-carboxylate reductase	specific	272911	20	259	9.30E-78	235.616	TIGR00112	proC	 - 	cl36588
Q#100 - >GFJPDDAG_00100 Pyrroline-5-carboxylate reductase	superfamily	272911	20	259	9.30E-78	235.616	cl36588	proC superfamily	 - 	 - 
Q#100 - >GFJPDDAG_00100 Pyrroline-5-carboxylate reductase	specific	339361	157	261	5.47E-39	131.733	pfam14748	P5CR_dimer	 - 	cl29090
Q#100 - >GFJPDDAG_00100 Pyrroline-5-carboxylate reductase	superfamily	355966	157	261	5.47E-39	131.733	cl29090	P5CR_dimer superfamily	 - 	 - 
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	non-specific	293811	8	241	3.77E-42	143.978	cd07725	TTHA1429-like_MBL-fold	 - 	cl23716
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	superfamily	355014	8	241	3.77E-42	143.978	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	specific	223565	15	241	4.33E-23	95.6328	COG0491	GloB	 - 	cl33908
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	superfamily	223565	15	241	4.33E-23	95.6328	cl33908	GloB superfamily	 - 	 - 
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	specific	214854	23	234	6.03E-21	87.9942	smart00849	Lactamase_B	 - 	cl23716
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	specific	334237	19	234	2.11E-20	87.0312	pfam00753	Lactamase_B	 - 	cl23716
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	non-specific	274569	62	234	1.77E-10	59.8571	TIGR03413	GSH_gloB	C	cl30131
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	superfamily	274569	62	234	1.77E-10	59.8571	cl30131	GSH_gloB superfamily	C	 - 
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	non-specific	215223	65	240	4.00E-07	50.6117	PLN02398	PLN02398	NC	cl30129
Q#101 - >GFJPDDAG_00101 Hydroxyacylglutathione hydrolase	superfamily	215223	65	240	4.00E-07	50.6117	cl30129	PLN02398 superfamily	NC	 - 
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	specific	223377	5	264	5.12E-96	282.214	COG0300	DltE	 - 	cl25409
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	superfamily	355392	5	264	5.12E-96	282.214	cl25409	SDR superfamily	 - 	 - 
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	non-specific	187593	5	256	5.43E-77	233.632	cd05332	11beta-HSD1_like_SDR_c	 - 	cl25409
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	specific	333842	8	193	7.33E-61	190.51	pfam00106	adh_short	 - 	cl37959
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	superfamily	333842	8	193	7.33E-61	190.51	cl37959	adh_short superfamily	 - 	 - 
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	non-specific	236074	1	231	1.64E-52	170.64	PRK07666	fabG	 - 	cl35604
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	superfamily	236074	1	231	1.64E-52	170.64	cl35604	fabG superfamily	 - 	 - 
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	non-specific	211705	7	192	1.36E-37	132.493	TIGR01963	PHB_DH	C	cl33276
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	superfamily	211705	7	192	1.36E-37	132.493	cl33276	PHB_DH superfamily	C	 - 
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	non-specific	214833	8	191	1.69E-09	55.5661	smart00822	PKS_KR	 - 	cl21454
Q#102 - >GFJPDDAG_00102 Putative oxidoreductase SadH	superfamily	354811	8	191	1.69E-09	55.5661	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#103 - >GFJPDDAG_00103 hypothetical protein	non-specific	288383	42	101	0.00252052	35.4903	pfam11518	DUF3221	N	cl13034
Q#103 - >GFJPDDAG_00103 hypothetical protein	superfamily	288383	42	101	0.00252052	35.4903	cl13034	DUF3221 superfamily	N	 - 
Q#104 - >GFJPDDAG_00104 putative glucose uptake protein GlcU	non-specific	227309	1	283	3.37E-94	279.216	COG4975	GlcU	 - 	cl26915
Q#104 - >GFJPDDAG_00104 putative glucose uptake protein GlcU	superfamily	331736	1	283	3.37E-94	279.216	cl26915	Sugar_transport superfamily	 - 	 - 
Q#104 - >GFJPDDAG_00104 putative glucose uptake protein GlcU	non-specific	284268	5	281	5.03E-94	278.77	pfam06800	Sugar_transport	 - 	cl26915
Q#104 - >GFJPDDAG_00104 putative glucose uptake protein GlcU	non-specific	273265	2	283	4.42E-74	228.413	TIGR00776	RhaT	 - 	cl19288
Q#104 - >GFJPDDAG_00104 putative glucose uptake protein GlcU	superfamily	302813	2	283	4.42E-74	228.413	cl19288	RhaT superfamily	 - 	 - 
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	non-specific	181585	1	261	6.21E-163	451.488	PRK08936	PRK08936	 - 	cl32334
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	superfamily	181585	1	261	6.21E-163	451.488	cl32334	PRK08936 superfamily	 - 	 - 
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	non-specific	187616	5	257	2.33E-137	386.739	cd05358	GlcDH_SDR_c	 - 	cl25409
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	superfamily	355392	5	257	2.33E-137	386.739	cl25409	SDR superfamily	 - 	 - 
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	specific	338819	14	251	2.80E-87	258.885	pfam13561	adh_short_C2	 - 	cl21454
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	superfamily	354811	14	251	2.80E-87	258.885	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	non-specific	273824	10	250	2.95E-85	254.055	TIGR01830	3oxo_ACP_reduc	 - 	cl36987
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	superfamily	273824	10	250	2.95E-85	254.055	cl36987	3oxo_ACP_reduc superfamily	 - 	 - 
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	specific	223959	4	251	3.43E-83	249.35	COG1028	FabG	 - 	cl34069
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	superfamily	223959	4	251	3.43E-83	249.35	cl34069	FabG superfamily	 - 	 - 
Q#105 - >GFJPDDAG_00105 Glucose 1-dehydrogenase 4	non-specific	214833	8	160	2.12E-12	63.6553	smart00822	PKS_KR	 - 	cl21454
Q#106 - >GFJPDDAG_00106 DNA polymerase IV	non-specific	235104	13	418	2.24E-132	386.281	PRK03103	PRK03103	 - 	cl35198
Q#106 - >GFJPDDAG_00106 DNA polymerase IV	superfamily	235104	13	418	2.24E-132	386.281	cl35198	PRK03103 superfamily	 - 	 - 
Q#106 - >GFJPDDAG_00106 DNA polymerase IV	specific	176454	14	358	1.01E-124	364.562	cd01700	PolY_Pol_V_umuC	 - 	cl28996
Q#106 - >GFJPDDAG_00106 DNA polymerase IV	superfamily	355872	14	358	1.01E-124	364.562	cl28996	PolY superfamily	 - 	 - 
Q#106 - >GFJPDDAG_00106 DNA polymerase IV	specific	223466	12	369	3.04E-91	279.195	COG0389	DinP	 - 	cl33859
Q#106 - >GFJPDDAG_00106 DNA polymerase IV	superfamily	223466	12	369	3.04E-91	279.195	cl33859	DinP superfamily	 - 	 - 
Q#106 - >GFJPDDAG_00106 DNA polymerase IV	specific	334269	16	167	5.39E-38	134.235	pfam00817	IMS	 - 	cl28996
Q#107 - >GFJPDDAG_00107 hypothetical protein	specific	312415	14	107	1.33E-25	91.4585	pfam08863	YolD	 - 	cl07456
Q#107 - >GFJPDDAG_00107 hypothetical protein	superfamily	312415	14	107	1.33E-25	91.4585	cl07456	YolD superfamily	 - 	 - 
Q#108 - >GFJPDDAG_00108 hypothetical protein	specific	337381	17	55	2.09E-16	64.9816	pfam09360	zf-CDGSH	 - 	cl02748
Q#108 - >GFJPDDAG_00108 hypothetical protein	superfamily	351872	17	55	2.09E-16	64.9816	cl02748	zf-CDGSH superfamily	 - 	 - 
Q#108 - >GFJPDDAG_00108 hypothetical protein	non-specific	225904	10	55	7.91E-09	46.7379	COG3369	COG3369	C	cl02748
Q#108 - >GFJPDDAG_00108 hypothetical protein	non-specific	197836	30	55	3.44E-06	39.2477	smart00704	ZnF_CDGSH	 - 	cl02748
Q#109 - >GFJPDDAG_00109 hypothetical protein	specific	334576	2	105	8.21E-29	99.996	pfam01521	Fe-S_biosyn	 - 	cl00400
Q#109 - >GFJPDDAG_00109 hypothetical protein	superfamily	351077	2	105	8.21E-29	99.996	cl00400	Fe-S_biosyn superfamily	 - 	 - 
Q#109 - >GFJPDDAG_00109 hypothetical protein	non-specific	227255	1	110	7.46E-26	92.6787	COG4918	YqkB	 - 	cl00400
Q#109 - >GFJPDDAG_00109 hypothetical protein	non-specific	181914	1	75	0.00312368	34.076	PRK09502	iscA	C	cl00400
Q#109 - >GFJPDDAG_00109 hypothetical protein	non-specific	213674	3	94	0.00640049	33.2588	TIGR02011	IscA	 - 	cl00400
Q#111 - >GFJPDDAG_00111 hypothetical protein	non-specific	309685	41	279	6.01E-40	139.584	pfam04655	APH_6_hur	 - 	cl21453
Q#111 - >GFJPDDAG_00111 hypothetical protein	superfamily	354810	41	279	6.01E-40	139.584	cl21453	PKc_like superfamily	 - 	 - 
Q#111 - >GFJPDDAG_00111 hypothetical protein	non-specific	226100	31	279	5.91E-25	100.684	COG3570	StrB	 - 	cl21453
Q#111 - >GFJPDDAG_00111 hypothetical protein	non-specific	270622	54	132	0.0102287	36.4795	cd00180	PKc	C	cl21453
Q#111 - >GFJPDDAG_00111 hypothetical protein	non-specific	130828	190	232	0.0196753	36.0163	TIGR01767	MTRK	NC	cl21453
Q#111 - >GFJPDDAG_00111 hypothetical protein	non-specific	183499	168	235	0.0542344	34.8116	PRK12396	PRK12396	NC	cl21453
Q#112 - >GFJPDDAG_00112 hypothetical protein	specific	223999	53	296	3.15E-14	71.665	COG1073	FrsA	N	cl27027
Q#112 - >GFJPDDAG_00112 hypothetical protein	superfamily	223999	53	296	3.15E-14	71.665	cl27027	FrsA superfamily	N	 - 
Q#112 - >GFJPDDAG_00112 hypothetical protein	non-specific	338260	85	262	7.80E-13	66.4591	pfam12146	Hydrolase_4	 - 	cl38349
Q#112 - >GFJPDDAG_00112 hypothetical protein	superfamily	338260	85	262	7.80E-13	66.4591	cl38349	Hydrolase_4 superfamily	 - 	 - 
Q#112 - >GFJPDDAG_00112 hypothetical protein	non-specific	274612	42	123	0.000162345	42.8696	TIGR03502	lipase_Pla1_cef	NC	cl37280
Q#112 - >GFJPDDAG_00112 hypothetical protein	superfamily	274612	42	123	0.000162345	42.8696	cl37280	lipase_Pla1_cef superfamily	NC	 - 
Q#112 - >GFJPDDAG_00112 hypothetical protein	non-specific	165193	76	170	0.0155211	36.0171	PHA02857	PHA02857	C	cl21494
Q#112 - >GFJPDDAG_00112 hypothetical protein	superfamily	354836	76	170	0.0155211	36.0171	cl21494	Abhydrolase superfamily	C	 - 
Q#113 - >GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG	specific	163676	9	279	3.51E-151	424.112	cd07938	DRE_TIM_HMGL	 - 	cl21457
Q#113 - >GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG	superfamily	354814	9	279	3.51E-151	424.112	cl21457	DRE_TIM_metallolyase superfamily	 - 	 - 
Q#113 - >GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG	non-specific	180206	3	286	4.42E-126	360.741	PRK05692	PRK05692	 - 	cl21457
Q#113 - >GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG	non-specific	223197	5	287	1.49E-60	197.855	COG0119	LeuA	C	cl33769
Q#113 - >GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG	superfamily	223197	5	287	1.49E-60	197.855	cl33769	LeuA superfamily	C	 - 
Q#113 - >GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG	non-specific	279072	9	279	3.00E-50	166.714	pfam00682	HMGL-like	 - 	cl37496
Q#113 - >GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG	superfamily	279072	9	279	3.00E-50	166.714	cl37496	HMGL-like superfamily	 - 	 - 
Q#113 - >GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG	non-specific	274481	167	288	1.36E-15	75.458	TIGR03217	4OH_2_O_val_ald	N	cl37235
Q#113 - >GFJPDDAG_00113 Hydroxymethylglutaryl-CoA lyase YngG	superfamily	274481	167	288	1.36E-15	75.458	cl37235	4OH_2_O_val_ald superfamily	N	 - 
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	specific	180261	3	392	0	699.982	PRK05790	PRK05790	 - 	cl30633
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	superfamily	180261	3	392	0	699.982	cl30633	PRK05790 superfamily	 - 	 - 
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	specific	238383	6	392	0	617.184	cd00751	thiolase	 - 	cl09938
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	superfamily	353032	6	392	0	617.184	cl09938	cond_enzymes superfamily	 - 	 - 
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	specific	273881	7	392	0	540.278	TIGR01930	AcCoA-C-Actrans	 - 	cl37004
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	superfamily	273881	7	392	0	540.278	cl37004	AcCoA-C-Actrans superfamily	 - 	 - 
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	specific	223261	2	394	9.14E-145	416.314	COG0183	PaaJ	 - 	cl33796
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	superfamily	223261	2	394	9.14E-145	416.314	cl33796	PaaJ superfamily	 - 	 - 
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	specific	333844	5	263	1.69E-134	385.118	pfam00108	Thiolase_N	 - 	cl37960
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	superfamily	333844	5	263	1.69E-134	385.118	cl37960	Thiolase_N superfamily	 - 	 - 
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	non-specific	214836	82	115	0.00181501	39.6196	smart00825	PKS_KS	NC	cl33401
Q#114 - >GFJPDDAG_00114 Acetyl-CoA acetyltransferase	superfamily	214836	82	115	0.00181501	39.6196	cl33401	PKS_KS superfamily	NC	 - 
Q#115 - >GFJPDDAG_00115 putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A	specific	224702	1	216	1.24E-119	339.222	COG1788	AtoD	 - 	cl00339
Q#115 - >GFJPDDAG_00115 putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A	superfamily	351040	1	216	1.24E-119	339.222	cl00339	SugarP_isomerase superfamily	 - 	 - 
Q#115 - >GFJPDDAG_00115 putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A	non-specific	131482	1	219	1.92E-91	267.785	TIGR02429	pcaI_scoA_fam	 - 	cl00339
Q#115 - >GFJPDDAG_00115 putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A	specific	334402	5	216	1.29E-85	252.599	pfam01144	CoA_trans	 - 	cl00339
Q#115 - >GFJPDDAG_00115 putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A	specific	214882	9	214	2.16E-81	241.726	smart00882	CoA_trans	 - 	cl00339
Q#115 - >GFJPDDAG_00115 putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A	non-specific	182146	1	214	3.61E-81	241.58	PRK09920	PRK09920	 - 	cl00339
Q#116 - >GFJPDDAG_00116 Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	specific	188219	7	211	3.08E-126	354.671	TIGR02428	pcaJ_scoB_fam	 - 	cl00339
Q#116 - >GFJPDDAG_00116 Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	superfamily	351040	7	211	3.08E-126	354.671	cl00339	SugarP_isomerase superfamily	 - 	 - 
Q#116 - >GFJPDDAG_00116 Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	specific	224968	1	217	1.79E-112	320.764	COG2057	AtoA	 - 	cl00339
Q#116 - >GFJPDDAG_00116 Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	specific	334402	7	202	2.30E-49	160.151	pfam01144	CoA_trans	 - 	cl00339
Q#116 - >GFJPDDAG_00116 Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	specific	214882	10	202	1.73E-47	155.056	smart00882	CoA_trans	 - 	cl00339
Q#116 - >GFJPDDAG_00116 Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	non-specific	350349	107	125	0.0950827	32.4248	cd14499	CDC14_C	C	cl28904
Q#116 - >GFJPDDAG_00116 Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	superfamily	355780	107	125	0.0950827	32.4248	cl28904	PTP_DSP_cys superfamily	C	 - 
Q#117 - >GFJPDDAG_00117 hypothetical protein	specific	315655	6	73	4.45E-06	39.6447	pfam13025	DUF3886	 - 	cl16033
Q#117 - >GFJPDDAG_00117 hypothetical protein	superfamily	315655	6	73	4.45E-06	39.6447	cl16033	DUF3886 superfamily	 - 	 - 
Q#118 - >GFJPDDAG_00118 hypothetical protein	specific	335675	4	162	9.87E-67	200.436	pfam04229	GrpB	 - 	cl00987
Q#118 - >GFJPDDAG_00118 hypothetical protein	superfamily	351336	4	162	9.87E-67	200.436	cl00987	GrpB superfamily	 - 	 - 
Q#118 - >GFJPDDAG_00118 hypothetical protein	non-specific	225202	4	166	9.96E-38	127.585	COG2320	GrpB	 - 	cl00987
Q#118 - >GFJPDDAG_00118 hypothetical protein	non-specific	179560	33	167	1.68E-15	72.7311	PRK03333	coaE	N	cl32036
Q#118 - >GFJPDDAG_00118 hypothetical protein	superfamily	179560	33	167	1.68E-15	72.7311	cl32036	coaE superfamily	N	 - 
Q#119 - >GFJPDDAG_00119 General stress protein 69	specific	223739	1	293	9.52E-95	282.679	COG0667	Tas	 - 	cl30127
Q#119 - >GFJPDDAG_00119 General stress protein 69	superfamily	223739	1	293	9.52E-95	282.679	cl30127	Tas superfamily	 - 	 - 
Q#119 - >GFJPDDAG_00119 General stress protein 69	specific	119408	3	296	1.14E-93	278.674	cd06660	Aldo_ket_red	 - 	cl00470
Q#119 - >GFJPDDAG_00119 General stress protein 69	superfamily	351106	3	296	1.14E-93	278.674	cl00470	Aldo_ket_red superfamily	 - 	 - 
Q#119 - >GFJPDDAG_00119 General stress protein 69	specific	278668	16	296	5.47E-71	221.033	pfam00248	Aldo_ket_red	 - 	cl00470
Q#119 - >GFJPDDAG_00119 General stress protein 69	non-specific	236727	1	281	1.27E-34	128.433	PRK10625	tas	 - 	cl00470
Q#119 - >GFJPDDAG_00119 General stress protein 69	non-specific	213602	4	293	1.67E-21	92.3041	TIGR01293	Kv_beta	 - 	cl30126
Q#119 - >GFJPDDAG_00119 General stress protein 69	superfamily	213602	4	293	1.67E-21	92.3041	cl30126	Kv_beta superfamily	 - 	 - 
Q#120 - >GFJPDDAG_00120 Methanol dehydrogenase activator	specific	239516	42	177	2.45E-51	161.118	cd03424	ADPRase_NUDT5	 - 	cl00447
Q#120 - >GFJPDDAG_00120 Methanol dehydrogenase activator	superfamily	351096	42	177	2.45E-51	161.118	cl00447	Nudix_Hydrolase superfamily	 - 	 - 
Q#120 - >GFJPDDAG_00120 Methanol dehydrogenase activator	non-specific	129162	36	177	9.06E-21	84.1025	TIGR00052	TIGR00052	 - 	cl30856
Q#120 - >GFJPDDAG_00120 Methanol dehydrogenase activator	superfamily	129162	36	177	9.06E-21	84.1025	cl30856	TIGR00052 superfamily	 - 	 - 
Q#120 - >GFJPDDAG_00120 Methanol dehydrogenase activator	non-specific	183303	11	160	1.01E-20	84.0855	PRK11762	nudE	 - 	cl30858
Q#120 - >GFJPDDAG_00120 Methanol dehydrogenase activator	superfamily	183303	11	160	1.01E-20	84.0855	cl30858	nudE superfamily	 - 	 - 
Q#120 - >GFJPDDAG_00120 Methanol dehydrogenase activator	specific	333985	45	165	9.37E-16	69.7997	pfam00293	NUDIX	 - 	cl00447
Q#120 - >GFJPDDAG_00120 Methanol dehydrogenase activator	specific	223568	41	180	1.15E-14	67.5662	COG0494	MutT	 - 	cl00447
Q#121 - >GFJPDDAG_00121 Putative ribosomal N-acetyltransferase YdaF	specific	315878	17	160	2.76E-34	118.216	pfam13302	Acetyltransf_3	 - 	cl29704
Q#121 - >GFJPDDAG_00121 Putative ribosomal N-acetyltransferase YdaF	superfamily	356580	17	160	2.76E-34	118.216	cl29704	Acetyltransf_3 superfamily	 - 	 - 
Q#121 - >GFJPDDAG_00121 Putative ribosomal N-acetyltransferase YdaF	specific	224584	10	186	1.31E-29	107.727	COG1670	RimL	 - 	cl34333
Q#121 - >GFJPDDAG_00121 Putative ribosomal N-acetyltransferase YdaF	superfamily	224584	10	186	1.31E-29	107.727	cl34333	RimL superfamily	 - 	 - 
Q#121 - >GFJPDDAG_00121 Putative ribosomal N-acetyltransferase YdaF	non-specific	182270	83	163	2.32E-06	45.5211	PRK10151	PRK10151	N	cl17182
Q#121 - >GFJPDDAG_00121 Putative ribosomal N-acetyltransferase YdaF	superfamily	354318	83	163	2.32E-06	45.5211	cl17182	NAT_SF superfamily	N	 - 
Q#121 - >GFJPDDAG_00121 Putative ribosomal N-acetyltransferase YdaF	non-specific	274661	81	166	0.00795484	35.4123	TIGR03585	PseH	N	cl29702
Q#121 - >GFJPDDAG_00121 Putative ribosomal N-acetyltransferase YdaF	superfamily	274661	81	166	0.00795484	35.4123	cl29702	PseH superfamily	N	 - 
Q#122 - >GFJPDDAG_00122 Stage II sporulation protein M	non-specific	131878	11	211	6.20E-55	173.601	TIGR02831	spo_II_M	 - 	cl00572
Q#122 - >GFJPDDAG_00122 Stage II sporulation protein M	superfamily	351158	11	211	6.20E-55	173.601	cl00572	SpoIIM superfamily	 - 	 - 
Q#122 - >GFJPDDAG_00122 Stage II sporulation protein M	specific	334752	25	206	7.29E-21	85.3903	pfam01944	SpoIIM	 - 	cl00572
Q#122 - >GFJPDDAG_00122 Stage II sporulation protein M	non-specific	224219	20	214	1.28E-17	77.3554	COG1300	SpoIIM	 - 	cl00572
Q#123 - >GFJPDDAG_00123 Ferric uptake regulation protein	specific	223806	1	149	3.76E-53	164.768	COG0735	Fur	 - 	cl21459
Q#123 - >GFJPDDAG_00123 Ferric uptake regulation protein	superfamily	354815	1	149	3.76E-53	164.768	cl21459	HTH superfamily	 - 	 - 
Q#123 - >GFJPDDAG_00123 Ferric uptake regulation protein	specific	133478	21	140	2.27E-43	138.866	cd07153	Fur_like	 - 	cl21459
Q#123 - >GFJPDDAG_00123 Ferric uptake regulation protein	specific	279776	14	137	2.27E-41	133.895	pfam01475	FUR	 - 	cl21459
Q#123 - >GFJPDDAG_00123 Ferric uptake regulation protein	non-specific	236527	10	152	5.84E-21	82.8557	PRK09462	fur	 - 	cl21459
Q#123 - >GFJPDDAG_00123 Ferric uptake regulation protein	non-specific	275136	100	143	0.0865731	32.2719	TIGR04337	AmmeMemoSam_rS	N	cl37423
Q#123 - >GFJPDDAG_00123 Ferric uptake regulation protein	superfamily	275136	100	143	0.0865731	32.2719	cl37423	AmmeMemoSam_rS superfamily	N	 - 
Q#124 - >GFJPDDAG_00124 hypothetical protein	specific	339048	7	75	7.38E-31	102.34	pfam14004	DUF4227	 - 	cl16529
Q#124 - >GFJPDDAG_00124 hypothetical protein	superfamily	339048	7	75	7.38E-31	102.34	cl16529	DUF4227 superfamily	 - 	 - 
Q#125 - >GFJPDDAG_00125 Tyrosine recombinase XerD	specific	274043	6	297	1.13E-162	453.577	TIGR02225	recomb_XerD	 - 	cl28330
Q#125 - >GFJPDDAG_00125 Tyrosine recombinase XerD	superfamily	355709	6	297	1.13E-162	453.577	cl28330	XerC superfamily	 - 	 - 
Q#125 - >GFJPDDAG_00125 Tyrosine recombinase XerD	specific	234713	1	297	1.23E-161	451.183	PRK00283	xerD	 - 	cl28330
Q#125 - >GFJPDDAG_00125 Tyrosine recombinase XerD	specific	227308	1	297	1.60E-157	440.872	COG4974	XerD	 - 	cl28330
Q#125 - >GFJPDDAG_00125 Tyrosine recombinase XerD	specific	271179	114	286	1.12E-100	292.107	cd00798	INT_XerDC_C	 - 	cl00213
Q#125 - >GFJPDDAG_00125 Tyrosine recombinase XerD	superfamily	350955	114	286	1.12E-100	292.107	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#125 - >GFJPDDAG_00125 Tyrosine recombinase XerD	specific	334163	116	282	1.88E-60	189.451	pfam00589	Phage_integrase	 - 	cl00213
Q#126 - >GFJPDDAG_00126 Phosphopentomutase	specific	235430	6	394	0	727.681	PRK05362	PRK05362	 - 	cl23718
Q#126 - >GFJPDDAG_00126 Phosphopentomutase	superfamily	355016	6	394	0	727.681	cl23718	ALP_like superfamily	 - 	 - 
Q#126 - >GFJPDDAG_00126 Phosphopentomutase	specific	293733	7	389	0	674.936	cd16009	PPM	 - 	cl23718
Q#126 - >GFJPDDAG_00126 Phosphopentomutase	non-specific	162494	8	388	0	645.024	TIGR01696	deoB	 - 	cl23718
Q#126 - >GFJPDDAG_00126 Phosphopentomutase	specific	223947	6	394	0	635.465	COG1015	DeoB	 - 	cl23718
Q#126 - >GFJPDDAG_00126 Phosphopentomutase	specific	307688	7	380	2.86E-64	211.196	pfam01676	Metalloenzyme	 - 	cl29873
Q#126 - >GFJPDDAG_00126 Phosphopentomutase	superfamily	307688	7	380	2.86E-64	211.196	cl29873	Metalloenzyme superfamily	 - 	 - 
Q#127 - >GFJPDDAG_00127 Purine nucleoside phosphorylase 1	specific	236183	1	271	1.27E-175	484.309	PRK08202	PRK08202	 - 	cl00303
Q#127 - >GFJPDDAG_00127 Purine nucleoside phosphorylase 1	superfamily	351011	1	271	1.27E-175	484.309	cl00303	PNP_UDP_1 superfamily	 - 	 - 
Q#127 - >GFJPDDAG_00127 Purine nucleoside phosphorylase 1	specific	350160	4	268	3.91E-173	477.657	cd09009	PNP-EcPNPII_like	 - 	cl38914
Q#127 - >GFJPDDAG_00127 Purine nucleoside phosphorylase 1	superfamily	365790	4	268	3.91E-173	477.657	cl38914	NP-I superfamily	 - 	 - 
Q#127 - >GFJPDDAG_00127 Purine nucleoside phosphorylase 1	non-specific	273764	22	268	1.15E-142	400.304	TIGR01700	PNPH	 - 	cl00303
Q#127 - >GFJPDDAG_00127 Purine nucleoside phosphorylase 1	specific	223084	5	271	2.56E-109	316.145	COG0005	XapA	 - 	cl26355
Q#127 - >GFJPDDAG_00127 Purine nucleoside phosphorylase 1	superfamily	223084	5	271	2.56E-109	316.145	cl26355	XapA superfamily	 - 	 - 
Q#127 - >GFJPDDAG_00127 Purine nucleoside phosphorylase 1	specific	334361	22	267	1.52E-63	198.721	pfam01048	PNP_UDP_1	 - 	cl00303
